individualID,domainID,taxonID,subsample1Height,scientificName,elevation,siteID,decimalLatitude,decimalLongitude,leafMassPerArea,ligninPercent,cellulosePercent,foliarPhosphorusConc,foliarPotassiumConc,foliarCalciumConc,extractChlAConc,extractChlBConc,extractCarotConc,foliarMagnesiumConc,foliarSulfurConc,foliarManganeseConc,foliarIronConc,foliarCopperConc,foliarBoronConc,foliarZincConc,nitrogenPercent,carbonPercent
NEON.PLA.D03.DSNY.00003,D03,PIPA2,11.2,Pinus palustris Mill.,20.7,DSNY,28.092969,-81.399332,216.1,21.25,30.81,0.21,1.5,0.388,4.6,1.3,1.52,0.444,0.053,51.9,41.6,3.5,11.9,57,0.82,50.39
NEON.PLA.D03.DSNY.00193,D03,PIPA2,11.6,Pinus palustris Mill.,20,DSNY,28.11859,-81.435161,311.2,17.89,29.71,0.187,1.109,0.422,4.22,1.14,1.38,0.494,0.051,62.9,26.3,3.7,19.1,61.6,0.72,50.14
NEON.PLA.D03.DSNY.00201Z,D03,PIEL,12.8,Pinus elliottii Engelm.,18.9,DSNY,28.074209,-81.425532,369.2,31.84,31.4,0.308,1.413,0.484,4.61,1.52,1.56,0.506,0.074,96,27.7,5.7,18.1,90.4,1.045,50.92
NEON.PLA.D03.DSNY.00233,D03,ILGL,0.7,Ilex glabra (L.) A. Gray,17.7,DSNY,28.048244,-81.416879,165.7,14.3,16.73,0.126,0.779,1.925,5.82,2.09,3.37,0.802,0.068,240.5,30.6,5.2,43.3,65,0.81,53.63
NEON.PLA.D03.DSNY.00245,D03,LYLU3,0.5,Lyonia lucida (Lam.) K. Koch,17.7,DSNY,28.048244,-81.416879,159.4,19.97,27.08,0.085,0.771,0.663,4.01,1.15,1.75,0.225,0.093,251,25.4,5.8,11.5,62.9,0.69,52.52
NEON.PLA.D03.DSNY.00552Z,D03,QUMI2,0.1,Quercus minima (Sarg.) Small,20.7,DSNY,28.0967,-81.418579,197.9,22.94,28.56,0.183,1.077,2.023,10.76,3.21,3.17,0.359,0.085,275.6,47.8,2.7,22.8,70.9,1.09,49.7
NEON.PLA.D03.DSNY.00629,D03,QUGE2,11.4,Quercus geminata Small,17.8,DSNY,28.053114,-81.417507,165.9,23,23.21,0.264,1.047,4.133,15.02,4.05,4.02,0.98,0.111,216.2,64.5,4.7,37.1,48.7,1.59,49.3
NEON.PLA.D03.DSNY.00803Z,D03,QUMI2,0.3,Quercus minima (Sarg.) Small,20,DSNY,28.11859,-81.435161,198.8,21.57,25.71,0.106,0.365,2.973,4.83,1.24,1.6,0.759,0.106,137.1,45.1,2.9,28.2,48.7,0.9,48.18
NEON.PLA.D03.DSNY.00896Z,D03,QUMI2,0.1,Quercus minima (Sarg.) Small,20.7,DSNY,28.092969,-81.399332,143.3,27.38,27.43,0.24,1.37,2.134,5.43,1.28,1.64,0.689,0.083,142.4,43.5,6.7,22,69.9,1.22,50.63
NEON.PLA.D03.DSNY.01120Z,D03,PIEL,9.3,Pinus elliottii Engelm.,19,DSNY,28.046662,-81.401888,320.3,20.35,24.34,0.231,0.666,1.288,5.85,1.91,1.2,0.495,0.057,89.4,35.5,2.9,12.5,64.4,0.79,51.19
NEON.PLA.D03.DSNY.01138,D03,QUMY,1,Quercus myrtifolia Willd.,19.5,DSNY,28.039641,-81.393323,149.5,26.29,23.85,0.204,1.201,2.971,12.08,3.18,3.21,0.411,0.079,543.4,34.4,4.4,32.7,86.1,1.3,51.28
NEON.PLA.D03.DSNY.02146,D03,QUCH,0.3,Quercus chapmanii Sarg.,20.7,DSNY,28.0967,-81.418579,151.3,32.44,26.7,0.17,0.965,1.686,11.02,3.28,3.31,0.411,0.086,166.3,35.8,5.6,22.4,65.6,1.27,51.02
NEON.PLA.D03.DSNY.02228,D03,QUGE2,1.1,Quercus geminata Small,19.5,DSNY,28.039641,-81.393323,284.6,29.06,31.06,0.239,1.255,1.594,13.44,3.41,3.99,0.562,0.08,159.4,33,4.7,20.3,58.1,1.18,50.84
NEON.PLA.D03.DSNY.02429,D03,ILGL,0.5,Ilex glabra (L.) A. Gray,18.8,DSNY,28.099732,-81.399974,103.8,17.94,22.52,0.189,0.714,1.078,3.1,0.7,1.55,0.481,0.085,108.7,23.7,4.1,23.7,38.8,1.16,52.76
NEON.PLA.D03.DSNY.02779,D03,ILGL,0.9,Ilex glabra (L.) A. Gray,17.8,DSNY,28.053114,-81.417507,157.6,13.745000000000001,15.345,0.148,0.712,2.52,7.07,2.29,3.49,0.856,0.065,255.7,31.7,4.2,39.1,49.6,0.9,53.48
NEON.PLA.D03.DSNY.03002Z,D03,MOCE2,3,Morella cerifera (L.) Small,19.8,DSNY,28.122132,-81.433949,121.1,38.54,21.39,0.172,0.863,1.868,4.9,1.19,1.73,0.548,0.125,73.8,72.3,5.1,31.6,49.5,1.83,52.1
NEON.PLA.D03.DSNY.03003Z,D03,ILGL,2.1,Ilex glabra (L.) A. Gray,19.8,DSNY,28.122132,-81.433949,129.4,13.49,14.24,0.123,0.387,0.915,3.02,0.77,1.53,0.525,0.071,68.6,35,3.9,24.6,71.2,0.87,52.89
NEON.PLA.D03.DSNY.03004Z,D03,GAFR2,0.3,Gaylussacia frondosa (L.) Torr. & A. Gray ex Torr.,18.8,DSNY,28.099732,-81.399974,73.6,28.58,30.35,0.1975,1.6505,3.0035,4.88,1.09,1.7,0.9604999999999999,0.0895,147.6,44.2,6,73.25,60.3,1.2,52.58
NEON.PLA.D03.DSNY.03006Z,D03,LYLU3,0.1,Lyonia lucida (Lam.) K. Koch,18.9,DSNY,28.074209,-81.425532,70.6,21.8,20.9,0.591,2.869,2.011,4.44,1.02,1.64,0.583,0.166,342.1,39.5,6.2,10.8,82.8,1.35,52.26
NEON.PLA.D03.DSNY.03008Z,D03,QUMI2,0.1,Quercus minima (Sarg.) Small,19,DSNY,28.046662,-81.401888,182.7,22.52,23.59,0.188,0.94,2.955,10.42,2.88,3.2,0.745,0.145,194.8,43,2.9,25.8,68.9,1.03,49.72
NEON.PLA.D04.GUAN.00065,D04,GUOF,5.1,Guaiacum officinale L.,115.9,GUAN,17.968869,-66.867682,131.6,12.63,11.99,0.089,1.812,1.388,11.9,3.23,3.36,0.143,0.083,17.7,29.6,16.5,118.3,27,1.99,50.19
NEON.PLA.D04.GUAN.00138,D04,PIAL3,5.5,Pisonia albida (Heimerl) Britton ex Standl.,115.9,GUAN,17.968869,-66.867682,81.2,31.38,18.37,0.203,2.44,1.012,17.94,5,5.43,0.429,0.112,6.2,31.2,2.1,37.1,24.8,3.81,50.75
NEON.PLA.D04.GUAN.01201,D04,PIAL3,2.8,Pisonia albida (Heimerl) Britton ex Standl.,124.8,GUAN,17.967743,-66.8643,85,20.55,19.8,0.10250000000000001,3.6715,2.208,12,3.16,4.12,1.0955,0.091,27.049999999999997,50.95,9.399999999999999,113.7,25.25,2.3,43.75
NEON.PLA.D04.GUAN.01211,D04,BUBU,5,Bucida buceras L.,124.8,GUAN,17.967743,-66.8643,116.8,10.03,27.04,0.097,0.897,3.491,9.08,1.93,2.48,0.193,0.049,36.7,43.5,11.4,104.7,22.2,1.72,44.83
NEON.PLA.D04.GUAN.01580,D04,AMEL,3.4,Amyris elemifera L.,89.1,GUAN,17.970294,-66.824633,154.6,9.6,18.15,0.095,2.133,2.54,11.5,2.85,3.88,0.178,0.064,16.8,47.6,9.3,46.2,17.8,1.92,47.47
NEON.PLA.D04.GUAN.01942,D04,BOURR,4.4,Bourreria sp.,89.1,GUAN,17.970294,-66.824633,127.5,8.5,23.75,0.061,2.053,3.439,13.2,3.68,3.88,0.436,0.072,16.2,64.2,10.3,73.4,16,1.62,45.21
NEON.PLA.D04.GUAN.01945,D04,BUBU,5.1,Bucida buceras L.,89.1,GUAN,17.970294,-66.824633,150.2,11.44,25.06,0.077,0.483,4.757,13.02,3.13,2.6,0.398,0.061,41.7,65.2,3.3,139.8,10.8,1.46,44.87
NEON.PLA.D04.GUAN.02069,D04,BUSI,6.9,Bursera simaruba (L.) Sarg.,182.9,GUAN,17.973133,-66.861701,83.4,23.06,18.67,0.153,1.19,0.793,13.46,3.74,3.37,0.328,0.07,16.9,59.4,5.4,22.4,33.9,2.12,50.63
NEON.PLA.D04.GUAN.02073,D04,PIAL3,5.7,Pisonia albida (Heimerl) Britton ex Standl.,182.9,GUAN,17.973133,-66.861701,81,23.65,13.38,0.213,1.575,1.199,9.26,2.41,3.61,0.851,0.115,15.3,31.2,15.1,24.8,24.6,3.39,50.84
NEON.PLA.D04.GUAN.02440,D04,BUSI,6,Bursera simaruba (L.) Sarg.,174.7,GUAN,17.972832,-66.857711,76.2,19.11,17.4,0.134,1.225,1.094,15.22,3.97,3.57,0.247,0.069,27.7,50.1,6.4,56.6,30,2.045,49.239999999999995
NEON.PLA.D04.GUAN.02699,D04,GUSA,7.2,Guaiacum sanctum L.,146.9,GUAN,17.970725,-66.86397,136.6,11,17.83,0.092,1.497,2.673,13.48,3.42,3.82,0.197,0.141,0.2,3.1,0.1,9.4,4.7,2.89,48.75
NEON.PLA.D04.GUAN.02782A,D04,PIAL3,4.5,Pisonia albida (Heimerl) Britton ex Standl.,174.7,GUAN,17.972832,-66.857711,98.1,16.79,17.75,0.116,2.72,2.68,14.78,4.05,4.42,0.664,0.083,23.5,55.3,6.7,82.5,21.9,2.75,46.35
NEON.PLA.D04.GUAN.02790,D04,BUBU,5.3,Bucida buceras L.,174.7,GUAN,17.972832,-66.857711,111.5,6.36,25.77,0.078,0.792,5.129,14.26,3.72,3.46,0.228,0.045,31.7,47.9,6.5,51.2,14.6,1.37,44.4
NEON.PLA.D04.GUAN.03365,D04,PIAL3,4.1,Pisonia albida (Heimerl) Britton ex Standl.,132.5,GUAN,17.96911,-66.864276,80.7,28.09,14.37,0.276,2.157,0.986,7.83,2.55,2.69,0.399,0.099,30.6,34,13.5,32.1,33.1,3.68,53.54
NEON.PLA.D04.GUAN.03369,D04,BUBU,4.7,Bucida buceras L.,132.5,GUAN,17.96911,-66.864276,121.3,8.53,29.54,0.075,0.887,3.427,12.34,3.53,3.36,0.23,0.052,31.2,48.2,4.5,83.8,27.3,1.66,43.5
NEON.PLA.D04.GUAN.04171,D04,BUSI,5.1,Bursera simaruba (L.) Sarg.,164.3,GUAN,17.968744,-66.880447,49.4,13.54,14.04,0.138,1.339,1.218,8.69,3.27,2.42,0.31,0.095,25.6,46.7,4.1,42,26.9,1.71,48.95
NEON.PLA.D04.GUAN.04181,D04,PIAL3,3,Pisonia albida (Heimerl) Britton ex Standl.,164.3,GUAN,17.968744,-66.880447,71,20.53,16.74,0.222,2.171,0.878,8.83,3.25,2.38,0.876,0.107,27.7,43.2,21.1,36.9,29.5,3.2,50.86
NEON.PLA.D04.GUAN.04185,D04,BUSI,2.6,Bursera simaruba (L.) Sarg.,164.3,GUAN,17.968744,-66.880447,46,14.85,15.11,0.245,2.2305,0.755,8.31,2.97,2.44,0.3885,0.0925,17.799999999999997,43.150000000000006,9.4,44.8,43.75,2.67,50.07
NEON.PLA.D04.GUAN.04232,D04,BUSI,3.2,Bursera simaruba (L.) Sarg.,101.3,GUAN,17.963818,-66.875668,13,16.96,17.6,0.225,1.418,0.681,8.24,3.23,2.83,0.228,0.09,24.5,42,8.6,24.4,38,2.12,51.07
NEON.PLA.D04.GUAN.04234,D04,GUOF,3.9,Guaiacum officinale L.,101.3,GUAN,17.963818,-66.875668,32.5,14.045,9.36,0.117,1.294,2.799,12.82,5.27,4.07,0.18,0.126,11,31.4,1.8,51.3,25.1,2.1,51.24
NEON.PLA.D04.GUAN.04332,D04,BUSI,5.2,Bursera simaruba (L.) Sarg.,133.5,GUAN,17.969254,-66.85267,46.2,16.17,15.53,0.179,1.638,0.753,8.66,2.55,2.71,0.213,0.08,20.5,25.5,5.8,26.1,22.2,2.225,50.16
NEON.PLA.D04.GUAN.04334,D04,BUBU,3.5,Bucida buceras L.,133.5,GUAN,17.969254,-66.85267,135.1,12.69,29.99,0.079,0.866,5.196,17.44,4.75,3.88,0.307,0.082,25.9,50.4,4.7,106.5,19,1.7,43.94
NEON.PLA.D04.GUAN.04347,D04,BUSI,3,Bursera simaruba (L.) Sarg.,65.8,GUAN,17.965762,-66.832036,74.4,23.61,19.25,0.147,1.078,1.128,12.76,3.78,3.42,0.374,0.068,32.3,40.2,4.7,32.7,29.3,1.61,48.91
NEON.PLA.D04.GUAN.04354,D04,PIAC,4,Pictetia aculeata (Vahl) Urb.,65.8,GUAN,17.965762,-66.832036,92.4,10.08,15.92,0.145,1.849,1.069,12.22,3.25,3.33,0.387,0.068,41.1,72.1,7.2,25.1,57.7,2.5,47.12
NEON.PLA.D04.GUAN.04561,D04,JAFL,2.9,Jasminum fluminense Vell.,116.5,GUAN,17.97943,-66.867833,87.3,12.05,11.46,0.15,2.506,1.83,16.1,6.7,5.24,0.492,0.117,67.7,69.5,8.2,33,21.8,2.47,46.94
NEON.PLA.D04.GUAN.04562,D04,BOSU2,6.2,Bourreria succulenta Jacq.,152.1,GUAN,17.97277,-66.851235,134.9,7.39,23.95,0.066,2.761,4.235,10.14,2.63,2.79,0.636,0.075,12.1,25.1,6.9,128.3,20,1.69,41.76
NEON.PLA.D04.GUAN.05287,D04,BOSU2,3.7,Bourreria succulenta Jacq.,177.6,GUAN,17.972441,-66.871318,145.9,8.84,24.81,0.064,2.311,2.224,14.32,3.85,4.19,0.401,0.056,17.2,28.2,15.8,101.2,26.1,1.48,46.22
NEON.PLA.D04.GUAN.05593,D04,BUSI,4.2,Bursera simaruba (L.) Sarg.,132.5,GUAN,17.96911,-66.864276,39,15,15.9,0.253,1.983,0.559,6.06,1.99,2.29,0.285,0.093,38.2,48,18.4,32.5,43.8,2.44,48.91
NEON.PLA.D04.GUAN.08289,D04,BUSI,5.7,Bursera simaruba (L.) Sarg.,124.8,GUAN,17.967743,-66.8643,42.3,16.03,15.82,0.12,1.013,0.53,15.32,3.53,4.15,0.211,0.079,35.5,59.9,13.2,72.5,39.6,1.865,49.93
NEON.PLA.D04.GUAN.08786Z,D04,COKR,3.7,Coccoloba krugii Lindau,177.6,GUAN,17.972441,-66.871318,158.2,28.44,35.87,0.063,0.364,1.655,7.39,1.8,2.22,0.374,0.068,6.2,29.8,2,32.6,25.1,1.24,47.65
NEON.PLA.D04.GUAN.08788Z,D04,PIAC,7,Pictetia aculeata (Vahl) Urb.,133.5,GUAN,17.969254,-66.85267,108.7,13.27,19.81,0.107,1.576,1.39,17.68,4.73,3.9,0.207,0.073,35.6,61.1,9,30.7,38,2.74,47.96
NEON.PLA.D04.GUAN.08856Z,D04,CODI8,4,Coccoloba diversifolia Jacq.,65.8,GUAN,17.965762,-66.832036,129.1,19.46,20.91,0.228,1.027,3.14,10.96,2.67,2.99,0.627,0.096,34.4,43.4,5.1,38.6,29.5,1.47,46.51
NEON.PLA.D04.GUAN.08869Z,D04,EURH,6.2,Eugenia rhombea (Berg) Krug & Urb.,152.1,GUAN,17.97277,-66.851235,148.1,11.77,28.77,0.067,0.977,2.523,7.47,2.62,2.59,0.337,0.044,15.9,32,2.9,113.1,16.2,1.31,45.05
NEON.PLA.D04.GUAN.08870Z,D04,AMEL,2.4,Amyris elemifera L.,177.6,GUAN,17.972441,-66.871318,171,10.53,20.29,0.0615,1.0525,2.6254999999999997,7.74,2.31,2.65,0.14250000000000002,0.075,41.349999999999994,44.55,17,103.8,30.45,2.03,46.5
NEON.PLA.D04.GUAN.08877Z,D04,AMEL,5.6,Amyris elemifera L.,182.9,GUAN,17.973133,-66.861701,90.5,10.02,20.78,0.124,1.626,1.854,12.14,3.32,3.42,0.208,0.068,12.6,26.6,7.1,38.9,18.6,2.3,48.65
NEON.PLA.D05.STEI.00225,D05,QURU,8.4,Quercus rubra L.,500,STEI,45.826444,-90.086211,72.9,19.58,15,0.158,1.107,0.596,10.8,3.46,2.64,0.153,0.114,782.6,64.7,10.5,45.7,38,2.56,49.81
NEON.PLA.D05.STEI.01538,D05,TIAM,12.9,Tilia americana L.,505.9,STEI,45.812246,-90.092743,74.4,16.26,16.35,0.248,1.676,2.353,9.6,3.01,2.5,0.374,0.112,172.5,62.2,9,52.8,30.9,2.66,45.64
NEON.PLA.D05.STEI.01778,D05,ACRU,7.5,Acer rubrum L.,473.4,STEI,45.506171,-89.588579,71.6,15.03,15.22,0.272,0.841,0.476,5.91,1.85,1.43,0.21,0.09,1248.7,138,7.8,24.2,34.1,1.49,48.52
NEON.PLA.D05.STEI.01791,D05,OSVI,6.7,Ostrya virginiana (Mill.) K. Koch,505.9,STEI,45.812246,-90.092743,38,19.75,20.33,0.163,0.832,1.527,12.71,4.49,3.09,0.347,0.151,570.5,75.8,7.5,35.6,20.2,2.25,47.29
NEON.PLA.D05.STEI.02103,D05,OSVI,10.2,Ostrya virginiana (Mill.) K. Koch,522.3,STEI,45.797373,-90.092311,31.5,23.74,24.18,0.187,0.706,1.63,13.51,4.74,3.08,0.345,0.098,1350.6,82.5,8.8,29,25.5,2.48,47.34
NEON.PLA.D05.STEI.02111,D05,ACSA3,17.3,Acer saccharum Marshall,522.3,STEI,45.797373,-90.092311,62.6,14.37,16.95,0.003,0.753,0.896,11.41,3.53,3.02,0.16,0.101,798.9,61.1,5.8,1.1,42.1,1.79,48.45
NEON.PLA.D05.STEI.02147,D05,ACSA3,17.4,Acer saccharum Marshall,505.9,STEI,45.812246,-90.092743,92.4,14.63,13.58,0.17,0.594,1.149,6.1,1.67,2.21,0.233,0.063,361,52.7,4.2,31.4,30.8,1.61,48.35
NEON.PLA.D05.STEI.02177,D05,ACSA3,15,Acer saccharum Marshall,522.3,STEI,45.797373,-90.092311,66.7,14.78,13.42,0.161,0.677,1.084,10.5,3.02,2.81,0.199,0.099,940.7,79.2,8.6,41.1,33.7,1.79,48.03
NEON.PLA.D05.STEI.03102,D05,TIAM,13.7,Tilia americana L.,506,STEI,45.82204,-90.089055,67.9,16.59,16.57,0.316,1.027,1.517,9.36,3.32,1.96,0.432,0.063,215.3,58.6,16.1,59.2,34.2,2.55,48.18
NEON.PLA.D05.STEI.03112,D05,OSVI,4.7,Ostrya virginiana (Mill.) K. Koch,506,STEI,45.82204,-90.089055,40.3,27.02,19.62,0.177,0.642,1.522,7.44,2.38,1.84,0.275,0.101,1148,85.3,11.2,35.7,35.2,1.93,47.78
NEON.PLA.D05.STEI.03444,D05,ACSA3,14,Acer saccharum Marshall,503.3,STEI,45.824937,-90.072611,70.2,15.52,13.17,0.219,0.488,0.877,6.28,1.88,2.03,0.183,0.106,1219.4,56.5,6.3,41.1,34.7,1.51,49.67
NEON.PLA.D05.STEI.03466A,D05,ACRU,12.5,Acer rubrum L.,503.3,STEI,45.824937,-90.072611,57.6,13.3,13.34,0.235,0.705,0.605,12.65,3.74,3.27,0.258,0.079,1057,57.7,13.5,33.1,41.8,1.74,49.13
NEON.PLA.D05.STEI.03662,D05,ALNUS,3.5,Alnus sp.,480.5,STEI,45.834307,-90.085088,58.7,19.3,9.8,0.149,0.54,0.668,10.27,3.07,2.89,0.247,0.142,533,122.4,13.3,26.3,77.3,2.9,50.84
NEON.PLA.D05.STEI.03693,D05,ALNUS,3.7,Alnus sp.,480.5,STEI,45.834307,-90.085088,91.5,18.24,9.95,0.14,0.579,0.475,8.51,2.32,2.49,0.185,0.116,234.3,66.7,12.9,37.4,47.1,2.61,50.835
NEON.PLA.D05.STEI.03705,D05,FRPE,12.3,Fraxinus pennsylvanica Marshall,504.7,STEI,45.817469,-90.078389,46.9,23.52,22.55,0.156,0.8374999999999999,0.73,14.96,5.11,3.11,0.2345,0.106,98.25,103.5,20.4,39.849999999999994,20.85,2.18,49.49
NEON.PLA.D05.STEI.03730,D05,ALNUS,3.5,Alnus sp.,480.5,STEI,45.834307,-90.085088,74.4,19.29,12.23,0.164,0.948,0.486,12.35,3.71,3.22,0.276,0.098,302.8,114.2,14.9,22.8,46.9,2.79,50.25
NEON.PLA.D05.STEI.05149,D05,QURU,22.2,Quercus rubra L.,517.4,STEI,45.793823,-90.05393,116,24.99,17.48,0.182,0.997,0.529,10.62,3.03,2.1,0.117,0.1,1323.2,65,7.2,46.7,39.4,2.71,50.07
NEON.PLA.D05.STEI.05150,D05,ACSA3,17.1,Acer saccharum Marshall,517.4,STEI,45.793823,-90.05393,96.8,13.41,15.97,0.167,0.659,0.544,10.89,3.26,2.96,0.137,0.126,573.1,52.9,8.3,41.6,31.5,1.91,49.48
NEON.PLA.D05.STEI.05374,D05,PINUS,13.5,Pinus sp.,499.7,STEI,45.802507,-90.06211,239,22.06,21.284999999999997,0.103,0.596,0.212,4.89,1.68,1.15,0.108,0.093,883.1,56,6.9,17.5,47.7,1.11,52.26
NEON.PLA.D05.STEI.05382,D05,QUMA2,12.5,Quercus macrocarpa Michx.,499.7,STEI,45.802507,-90.06211,95.5,19.82,18.34,0.277,1.22,0.588,15.28,4.02,3.55,0.16,0.07,1055.5,67.4,10.8,13.6,19.5,2.68,49.8
NEON.PLA.D05.STEI.05383,D05,ABBA,11.9,Abies balsamea (L.) Mill.,499.7,STEI,45.802507,-90.06211,149.1,22.24,14.05,0.162,0.58,0.821,4,1.17,0.77,0.105,0.083,1880,78.3,8.7,22,93.8,1.56,52.43
NEON.PLA.D05.STEI.05483,D05,FRPE,13.8,Fraxinus pennsylvanica Marshall,510.2,STEI,45.797893,-90.064147,69.7,11.99,23.6,0.198,0.787,1.336,7.81,2.47,2.24,0.417,0.072,78.5,55.8,18.4,41.9,23,2.07,46.54
NEON.PLA.D05.STEI.05598,D05,QURU,7.1,Quercus rubra L.,474.5,STEI,45.508883,-89.588327,91.1,27.88,16.13,0.145,0.704,0.463,10.94,2.88,2.6,0.132,0.116,1216,82.5,5.6,46,64.7,2.24,50.54
NEON.PLA.D06.KONZ.05401Z,D06,ULAM,2.2,Ulmus americana L.,351,KONZ,39.110903,-96.55221,55.8,14.7,18.15,0.12,0.853,1.887,8.35,2.52,2.48,0.173,0.095,26.5,64.3,6.4,34.1,10.9,1.8,46.46
NEON.PLA.D06.KONZ.05402Z,D06,QUMU,2.6,Quercus muehlenbergii Engelm.,339.1,KONZ,39.103999,-96.596164,96.2,18.64,17.06,0.185,1.276,0.659,3.16,0.61,0.84,0.264,0.12,55.3,83.2,10.1,38.6,22.3,2.505,48.83
NEON.PLA.D06.KONZ.05403Z,D06,ULAM,7.2,Ulmus americana L.,339.1,KONZ,39.103999,-96.596164,63.6,9.73,17.21,0.302,1.672,0.625,3.08,0.72,0.76,0.267,0.106,55.2,64.5,4.5,45,20.5,2.32,44.54
NEON.PLA.D06.KONZ.05404Z,D06,QUMU,2.8,Quercus muehlenbergii Engelm.,351,KONZ,39.110903,-96.55221,86.1,19.475,19.3,0.151,0.836,0.567,2.99,0.75,0.78,0.153,0.107,17.1,58.7,9.3,30.9,11.2,2.17,50.72
NEON.PLA.D06.KONZ.05405Z,D06,JUNI,-1.5,Juglans nigra L.,339.1,KONZ,39.103999,-96.596164,35.9,8.13,14.08,0.269,1.885,1.064,1.93,0.49,0.6,0.388,0.133,45.4,102.6,8.4,39.2,14.5,2.97,46.34
NEON.PLA.D06.KONZ.05406Z,D06,JUVI,2.8,Juniperus virginiana L.,351,KONZ,39.110903,-96.55221,408.3,12.97,13.79,0.127,0.812,1.2109999999999999,3.64,0.95,1.1,0.0885,0.07,58.3,149.60000000000002,3.65,21.35,16.3,0.715,48.86
NEON.PLA.D06.UKFS.00006,D06,QUMU,6.4,Quercus muehlenbergii Engelm.,302.5,UKFS,39.041659,-95.197031,80.8,19.51,17.1,0.259,1.324,1.777,5.02,1.15,1.32,0.455,0.132,303.7,82.5,9.1,66.5,24.9,2.18,51.74
NEON.PLA.D06.UKFS.00022,D06,CEOC,3.4,Celtis occidentalis L.,314.5,UKFS,39.046328,-95.208663,30,6.63,18.79,0.342,2.011,5.042,9.19,2.79,2.15,0.376,0.148,71.1,85.2,7.6,70.7,26,3.2,42.36
NEON.PLA.D06.UKFS.00079,D06,MAPO,3.2,Maclura pomifera (Raf.) C.K. Schneid.,314.5,UKFS,39.046328,-95.208663,39.5,12.61,16.19,0.318,2.418,4.67,8.82,2.65,1.95,0.51,0.128,25.2,78.1,5,23,15.4,2.99,42.95
NEON.PLA.D06.UKFS.00082,D06,MAPO,1.5,Maclura pomifera (Raf.) C.K. Schneid.,324.9,UKFS,39.052642,-95.188064,41.9,4.8,16.66,0.399,4.437,4.279,6.37,1.76,1.45,0.685,0.16,64.3,122.2,6.4,44.3,20.3,2.94,42.4
NEON.PLA.D06.UKFS.00083,D06,ULAM,1.3,Ulmus americana L.,324.9,UKFS,39.052642,-95.188064,48.5,9.99,19.21,0.284,2.558,2.163,8.85,2.7,1.93,0.488,0.125,73.8,132.4,7.4,42,28.1,2.215,44.655
NEON.PLA.D06.UKFS.00084,D06,MOAL,2.6,Morus alba L.,324.9,UKFS,39.052642,-95.188064,27.2,5.17,16.85,0.347,2.861,1.929,9.68,2.87,2.22,0.49,0.192,95.7,100.2,6.6,73.4,32.9,3.07,43.54
NEON.PLA.D06.UKFS.00085,D06,ULAM,3.2,Ulmus americana L.,314.5,UKFS,39.046328,-95.208663,39.2,11.42,21.97,0.397,2.718,2.262,9.1,3.01,1.88,0.5,0.145,38.7,100.8,8.3,37.7,24.6,2.65,45.34
NEON.PLA.D06.UKFS.00187,D06,CAOV2,11,Carya ovata (Mill.) K. Koch,302.5,UKFS,39.041659,-95.197031,92.5,17.5,21.48,0.182,1.386,4.41,7.06,1.7,1.82,0.487,0.134,958.9,42.8,7.2,89.5,70.2,2.1,46.98
NEON.PLA.D06.UKFS.00544,D06,ULAM,5,Ulmus americana L.,292.1,UKFS,39.035201,-95.19441,48.8,20.22,24.02,0.389,3.133,3.031,9.82,2.96,2.16,0.629,0.145,45.3,90.9,9.9,41.5,23.1,2.8,45.96
NEON.PLA.D06.UKFS.00552,D06,FRAXI,13.4,Fraxinus sp.,292.1,UKFS,39.035201,-95.19441,74.2,17.54,27.77,0.376,2.861,2.563,7.51,2.02,1.72,0.411,0.215,35.9,78.2,17.6,56.4,17,2.51,48.15
NEON.PLA.D06.UKFS.00828,D06,CEOC,16,Celtis occidentalis L.,288,UKFS,39.038044,-95.187901,47.1,16.21,17.77,0.409,3.069,4.313,9.41,2.6,2.27,0.53,0.144,83.4,73.3,8.7,51,17.4,2.68,46.18
NEON.PLA.D06.UKFS.00864,D06,JUNI,13.6,Juglans nigra L.,288,UKFS,39.038044,-95.187901,41.3,10.16,13.76,0.438,3.677,2.33,7.78,2.05,2.21,0.665,0.14,35.9,65.6,11.8,34,31,3.0250000000000004,48.495000000000005
NEON.PLA.D06.UKFS.00865,D06,QUMU,10.3,Quercus muehlenbergii Engelm.,288,UKFS,39.038044,-95.187901,61,17.99,20.87,0.353,2.3735,1.4325,8.59,2.53,2.03,0.40149999999999997,0.144,158.14999999999998,70.35,14.45,39.5,28,2.56,48.8
NEON.PLA.D06.UKFS.02202,D06,CEOC,16.9,Celtis occidentalis L.,283.3,UKFS,39.036611,-95.192039,56.2,11.2,16.71,0.318,2.251,5.083,7.38,2.14,1.73,0.448,0.139,62.4,80.5,6.7,65.6,16.5,2.85,45.48
NEON.PLA.D06.UKFS.02216,D06,JUNI,3,Juglans nigra L.,274.5,UKFS,39.037234,-95.205277,38.1,4.04,12.57,0.347,2.542,3.2,6.76,1.92,1.8,0.624,0.143,20.2,78.1,12.9,52.4,32.4,2.96,44.26
NEON.PLA.D06.UKFS.02398,D06,CAOV2,12.8,Carya ovata (Mill.) K. Koch,283.3,UKFS,39.036611,-95.192039,64.1,20.28,25.11,0.333,1.782,3.753,7.27,2.09,1.67,0.836,0.174,1028.4,81.5,10.2,88.6,44.5,2.69,46.77
