individualID,domainID,taxonID,subsample1Height,scientificName,elevation,siteID,decimalLatitude,decimalLongitude,leafMassPerArea,ligninPercent,cellulosePercent,foliarPhosphorusConc,foliarPotassiumConc,foliarCalciumConc,extractChlAConc,extractChlBConc,extractCarotConc,foliarMagnesiumConc,foliarSulfurConc,foliarManganeseConc,foliarIronConc,foliarCopperConc,foliarBoronConc,foliarZincConc,nitrogenPercent,carbonPercent
NEON.PLA.D19.DEJU.01370,D19,POTR5,0.4,Populus tremuloides Michx.,468.4,DEJU,63.912331,-145.766038,67.3,19.89,15.87,0.187,0.968,2.092,13.72,2.64,4.42,0.562,0.134,69.8,82.3,4.3,9.3,21.1,2.205,50.465
NEON.PLA.D19.DEJU.01398,D19,POTR5,0.6,Populus tremuloides Michx.,468.4,DEJU,63.912331,-145.766038,73.1,21.78,14.05,0.167,0.702,1.812,12.7,2.61,4.17,0.514,0.134,66,84.5,5.1,7.2,2.5,2,50.2
NEON.PLA.D19.DEJU.01616,D19,BENE4,0.7,Betula neoalaskana Sarg.,494.9,DEJU,63.89244,-145.769965,44.1,17.27,13.18,0.36,0.912,0.477,17.84,4.27,3.91,0.421,0.21,317.6,88,8.4,8.8,4.4,3.56,49.65
NEON.PLA.D19.DEJU.01848,D19,BENE4,0.9,Betula neoalaskana Sarg.,494.9,DEJU,63.89244,-145.769965,59.8,24,14.9,0.323,0.816,0.832,13.9,3.27,3.17,0.462,0.179,850,102,5.4,16.7,43.6,2.77,50.43
NEON.PLA.D19.DEJU.01909,D19,PIMA,0.5,"Picea mariana (Mill.) Britton, Sterns & Poggenb.",494.9,DEJU,63.89244,-145.769965,234.2,17.16,22.74,0.127,0.746,0.358,3.58,0.83,0.95,0.086,0.067,384.3,27.3,1.9,15.5,13.3,0.92,50.33
NEON.PLA.D19.DEJU.02221,D19,PIMA,3.3,"Picea mariana (Mill.) Britton, Sterns & Poggenb.",513.9,DEJU,63.883388,-145.780721,296,16.990000000000002,18.825,0.07,0.397,0.293,4.77,1.12,1.27,0.104,0.05,373.4,173.4,2.5,5.1,0.1,0.75,52.51
NEON.PLA.D19.DEJU.02404,D19,POTR5,3.4,Populus tremuloides Michx.,522.1,DEJU,63.87415,-145.741425,78.3,33.68,13.27,0.123,1.113,0.8,15.5,3.08,5.48,0.208,0.13,57,119.6,4.6,8.1,7.4,1.99,50.9
NEON.PLA.D19.DEJU.02409,D19,POTR5,6.2,Populus tremuloides Michx.,522.1,DEJU,63.87415,-145.741425,78.8,18.67,14.47,0.165,0.872,1.09,18.5,4,6.03,0.321,0.125,76.4,114.7,4.2,6.7,9.7,2.16,51.25
NEON.PLA.D19.DEJU.02410,D19,BENE4,6.4,Betula neoalaskana Sarg.,522.1,DEJU,63.87415,-145.741425,67.6,23.1,15.1,0.174,0.591,0.994,12.82,2.76,3.61,0.482,0.129,1054.7,154.8,4.7,8.1,14.7,2.12,49.95
NEON.PLA.D19.DEJU.02925,D19,PIMA,2.3,"Picea mariana (Mill.) Britton, Sterns & Poggenb.",511.7,DEJU,63.877756,-145.753497,255.2,14.79,16.32,0.061,0.261,0.471,3.52,0.76,1.11,0.079,0.044,108.8,77.8,1.8,7,0.7,0.59,51.19
NEON.PLA.D19.DEJU.02928,D19,PIMA,2.9,"Picea mariana (Mill.) Britton, Sterns & Poggenb.",511.7,DEJU,63.877756,-145.753497,322.2,17.9,17.01,0.069,0.287,0.895,4.92,1.19,1.2,0.086,0.041,116.6,89.3,1.5,5.4,10.2,0.61,50.77
NEON.PLA.D19.DEJU.02952,D19,PIMA,2.2,"Picea mariana (Mill.) Britton, Sterns & Poggenb.",511.7,DEJU,63.877756,-145.753497,284.5,14.63,18.14,0.067,0.276,0.973,4.81,1.1,1.27,0.078,0.05,624.3,111.7,2.4,7.1,8.8,0.68,51.02
NEON.PLA.D19.DEJU.03138,D19,PIMA,4.4,"Picea mariana (Mill.) Britton, Sterns & Poggenb.",544.3,DEJU,63.831139,-145.747612,244.4,15.57,21.58,0.084,0.494,1.515,4.98,1.1,1.17,0.041,0.06,1621.6,59.5,1.8,7.9,38.8,0.85,50.5
NEON.PLA.D19.DEJU.03231,D19,PIGL,3.8,Picea glauca (Moench) Voss,544.3,DEJU,63.831139,-145.747612,272.7,14.25,17,0.07,0.38,1.837,3.58,0.85,0.94,0.11,0.06,684.6,68.4,2.2,6.4,96.5,0.72,49.94
NEON.PLA.D19.DEJU.03236,D19,PIMA,4.3,"Picea mariana (Mill.) Britton, Sterns & Poggenb.",544.3,DEJU,63.831139,-145.747612,238.6,15.56,21.52,0.079,0.553,1.186,5.47,1.45,1.19,0.1,0.07,385.2,43.6,1.7,12.3,42.3,0.72,50.385000000000005
NEON.PLA.D19.DEJU.03294,D19,PIMA,0.8,"Picea mariana (Mill.) Britton, Sterns & Poggenb.",515.1,DEJU,63.879623,-145.720429,332.1,16.58,20.42,0.139,0.614,0.454,3.55,0.81,0.95,0.084,0.056,373.3,22.5,1.9,8.1,9.6,0.83,51.08
NEON.PLA.D19.DEJU.03328,D19,PIMA,3.7,"Picea mariana (Mill.) Britton, Sterns & Poggenb.",567.4,DEJU,63.853315,-145.760668,305.6,15.96,20.84,0.066,0.264,1.047,5.48,1.53,1.29,0.123,0.045,1114.8,72.9,1.4,7,22,0.74,51.54
NEON.PLA.D19.DEJU.03374,D19,PIMA,2.1,"Picea mariana (Mill.) Britton, Sterns & Poggenb.",567.4,DEJU,63.853315,-145.760668,250.4,13.85,18.35,0.064,0.314,1.434,5.2,1.41,1.15,0.071,0.05,1123.1,51.9,1.3,5.8,43.7,0.78,50.52
NEON.PLA.D19.DEJU.03389,D19,PIGL,2.5,Picea glauca (Moench) Voss,567.4,DEJU,63.853315,-145.760668,307.3,15.3,17.31,0.03,0.111,0.738,3.66,0.95,0.98,0.051,0.019,184.9,24.6,0.5,2.2,9.1,0.67,50.28
NEON.PLA.D19.DEJU.03403,D19,PIMA,3.6,"Picea mariana (Mill.) Britton, Sterns & Poggenb.",574.4,DEJU,63.857875,-145.759874,285.9,15.46,19.22,0.069,0.275,1.02,7.84,2,2.01,0.105,0.05,935.9,113.8,1.7,10.8,21,0.8,51.07
NEON.PLA.D19.DEJU.03563,D19,PIMA,3.4,"Picea mariana (Mill.) Britton, Sterns & Poggenb.",513.9,DEJU,63.883388,-145.780721,296.6,16.42,21.49,0.077,0.387,0.5905,3.7,0.88,1.05,0.11499999999999999,0.049,421.6,62.55,2.45,17.25,26.1,0.71,50.97
NEON.PLA.D19.DEJU.03620,D19,PIGL,2.6,Picea glauca (Moench) Voss,544.8,DEJU,63.835171,-145.748058,247.8,17.75,18.85,0.075,0.357,0.411,4.84,1.12,1.16,0.088,0.053,175.5,39.3,1.5,2.4,5.4,0.8,51.26
NEON.PLA.D19.DEJU.03621,D19,PIGL,3.9,Picea glauca (Moench) Voss,544.8,DEJU,63.835171,-145.748058,261,14.97,17.93,0.058,0.198,0.913,4.09,1.04,1.07,0.058,0.054,1219.8,77.3,1.4,6.7,16.6,0.76,51.26
NEON.PLA.D19.DEJU.03622,D19,PIGL,2.7,Picea glauca (Moench) Voss,544.8,DEJU,63.835171,-145.748058,268,14.85,19.36,0.07250000000000001,0.23099999999999998,1.0190000000000001,5.72,1.57,1.26,0.1385,0.0545,571.0999999999999,68.4,2.5,18.200000000000003,6,0.83,51.52
NEON.PLA.D19.DEJU.03811,D19,POTR5,1.8,Populus tremuloides Michx.,515.1,DEJU,63.879623,-145.720429,77,20.45,16.29,0.201,0.709,1.132,12.02,2.49,3.86,0.406,0.152,66.1,82.5,5.1,9.8,16.2,2.18,51.08
NEON.PLA.D19.DEJU.03885,D19,PIMA,0.8,"Picea mariana (Mill.) Britton, Sterns & Poggenb.",515.1,DEJU,63.879623,-145.720429,206.6,17.58,19.47,0.114,0.465,0.484,3.74,0.88,1.17,0.069,0.061,577.1,31.3,2,15.5,22.1,0.85,51.21
NEON.PLA.D19.DEJU.03949,D19,PIMA,3.2,"Picea mariana (Mill.) Britton, Sterns & Poggenb.",574.4,DEJU,63.857875,-145.759874,362.4,16.19,17.33,0.062,0.236,2.048,6.26,1.56,1.57,0.059,0.047,1583.5,103.8,1.8,9.4,56.7,0.74,49.86
NEON.PLA.D19.DEJU.03952,D19,PIMA,2.9,"Picea mariana (Mill.) Britton, Sterns & Poggenb.",574.4,DEJU,63.857875,-145.759874,289.8,15.78,18.41,0.087,0.328,1.391,6.37,1.78,1.71,0.104,0.047,456.1,61.6,1.6,9.6,16.6,0.78,51.23
