individualID,domainID,taxonID,subsample1Height,scientificName,elevation,siteID,decimalLatitude,decimalLongitude,leafMassPerArea,ligninPercent,cellulosePercent,foliarPhosphorusConc,foliarPotassiumConc,foliarCalciumConc,extractChlAConc,extractChlBConc,extractCarotConc,foliarMagnesiumConc,foliarSulfurConc,foliarManganeseConc,foliarIronConc,foliarCopperConc,foliarBoronConc,foliarZincConc,nitrogenPercent,carbonPercent,eventID,plotID,nestedSubplotID,pointID,stemDistance,stemAzimuth,supportingStemIndividualID,subtype,latitude,longitude,datum,utmZone,easting,northing,horzUncert,crdSource,vertUncert,nlcdClass,appMods,geometry,UTM_E,UTM_N,stemDiameter,height,maxCrownDiameter,ninetyCrownDiameter,growthForm,plantStatus,canopyPosition,shape,crown_size
NEON.PLA.D04.GUAN.01211,D04,BUBU,5,Bucida buceras L.,124.8,GUAN,17.967743,-66.8643,116.8,10.03,27.04,0.097,0.897,3.491,9.08,1.93,2.48,0.193,0.049,36.7,43.5,11.4,104.7,22.2,1.72,44.83,vst_GUAN_2016,GUAN_049,NaN,23,6.4,92.5,NA,basePlot,17.967564,-66.864305,WGS84,19N,726174.263,1987897.747,0.19,GeoXH 6000,0.2,evergreenForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-66.8643050327348, 17.9675642662984)",726180.6569086182,1987897.4678359209,10.699999999999998,6.200000000000001,5.560580996855371,4.530500015077129,multi-bole tree,Live,NA,NA,height
NEON.PLA.D04.GUAN.01580,D04,AMEL,3.4,Amyris elemifera L.,89.1,GUAN,17.970294,-66.824633,154.6,9.6,18.15,0.095,2.133,2.54,11.5,2.85,3.88,0.178,0.064,16.8,47.6,9.3,46.2,17.8,1.92,47.47,vst_GUAN_2015,GUAN_002,1,49,8.2,173.1,NA,basePlot,17.970377,-66.82473,WGS84,19N,730363.307,1988257.838,0.1,GeoXH 6000,0.1,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-66.8247300661736, 17.9703773561567)",730364.2921220785,1988249.6973897961,9.3,6.65,2.8,2,small tree,Live,Open grown,NA,measured
NEON.PLA.D04.GUAN.01942,D04,BOURR,4.4,Bourreria sp.,89.1,GUAN,17.970294,-66.824633,127.5,8.5,23.75,0.061,2.053,3.439,13.2,3.68,3.88,0.436,0.072,16.2,64.2,10.3,73.4,16,1.62,45.21,vst_GUAN_2015,GUAN_002,NaN,41,5,148.4,NA,basePlot,17.970294,-66.824633,WGS84,19N,730373.689,1988248.694,0.1,GeoXH 6000,0.1,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-66.8246330944748, 17.9702936675346)",730376.3089295299,1988244.4353653293,10.299999999999999,5.75,3.85,2.75,single bole tree,Live,Open grown,NA,measured
NEON.PLA.D04.GUAN.01945,D04,BUBU,5.1,Bucida buceras L.,89.1,GUAN,17.970294,-66.824633,150.2,11.44,25.06,0.077,0.483,4.757,13.02,3.13,2.6,0.398,0.061,41.7,65.2,3.3,139.8,10.8,1.46,44.87,vst_GUAN_2015,GUAN_002,NaN,41,13.5,135,NA,basePlot,17.970294,-66.824633,WGS84,19N,730373.689,1988248.694,0.1,GeoXH 6000,0.1,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-66.8246330944748, 17.9702936675346)",730383.234941546,1988239.1480584538,16.899999999999995,7.25,8.699999999999998,6.599999999999999,single bole tree,Live,Full sun,NA,measured
NEON.PLA.D04.GUAN.02069,D04,BUSI,6.9,Bursera simaruba (L.) Sarg.,182.9,GUAN,17.973133,-66.861701,83.4,23.06,18.67,0.153,1.19,0.793,13.46,3.74,3.37,0.328,0.07,16.9,59.4,5.4,22.4,33.9,2.12,50.63,vst_GUAN_2016,GUAN_003,NaN,33,10.1,303.1,NA,basePlot,17.973047,-66.861605,WGS84,19N,726453.308,1988507.968,0.23,GeoXH 6000,0.29,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-66.8616050943567, 17.9730469761771)",726444.8470409621,1988513.4836298064,15.399999999999995,5.35,3.349999999999999,3.0000000000000004,single bole tree,Live,Open grown,NA,measured
NEON.PLA.D04.GUAN.02073,D04,PIAL3,5.7,Pisonia albida (Heimerl) Britton ex Standl.,182.9,GUAN,17.973133,-66.861701,81,23.65,13.38,0.213,1.575,1.199,9.26,2.41,3.61,0.851,0.115,15.3,31.2,15.1,24.8,24.6,3.39,50.84,vst_GUAN_2015,GUAN_003,NaN,51,7.3,246.5,NA,basePlot,17.973234,-66.861607,WGS84,19N,726452.918,1988528.616,0.1,GeoXH 6000,0.1,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-66.8616065298546, 17.9732335164305)",726446.223461457,1988525.7051317967,11.499999999999998,5.8,2.6,1.7,single bole tree,Live,Partially shaded,NA,measured
NEON.PLA.D04.GUAN.02440,D04,BUSI,6,Bursera simaruba (L.) Sarg.,174.7,GUAN,17.972832,-66.857711,76.2,19.11,17.4,0.134,1.225,1.094,15.22,3.97,3.57,0.247,0.069,27.7,50.1,6.4,56.6,30,2.045,49.239999999999995,vst_GUAN_2015,GUAN_007,NaN,31,6.9,72.5,NA,basePlot,17.972749,-66.857805,WGS84,19N,726856.277,1988479.602,0.25,GeoXH 6000,0.25,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-66.8578049047785, 17.9727487915614)",726862.8576469602,1988481.6768700166,23.600000000000005,8.699999999999998,6.4,4.5,single bole tree,Live,Open grown,NA,measured
NEON.PLA.D04.GUAN.02699,D04,GUSA,7.2,Guaiacum sanctum L.,146.9,GUAN,17.970725,-66.86397,136.6,11,17.83,0.092,1.497,2.673,13.48,3.42,3.82,0.197,0.141,0.2,3.1,0.1,9.4,4.7,2.89,48.75,vst_GUAN_2016,GUAN_042,NaN,39,5.4,73.5,NA,basePlot,17.970724,-66.86417,WGS84,19N,726184.555,1988247.64,0.12,GeoXH 6000,0.16,evergreenForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-66.8641699035826, 17.9707235545134)",726189.7326265683,1988249.1736828613,16.32,5.42,4.919185310725176,2.9641253393472895,NA,Live,NA,NA,height
NEON.PLA.D04.GUAN.02790,D04,BUBU,5.3,Bucida buceras L.,174.7,GUAN,17.972832,-66.857711,111.5,6.36,25.77,0.078,0.792,5.129,14.26,3.72,3.46,0.228,0.045,31.7,47.9,6.5,51.2,14.6,1.37,44.4,vst_GUAN_2015,GUAN_007,NaN,49,4,106,NA,basePlot,17.972922,-66.857803,WGS84,19N,726856.221,1988498.826,0.14,GeoXH 6000,0.16,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-66.8578033391051, 17.9729224345922)",726860.0660467838,1988497.7234505767,18.499999999999996,11.600000000000001,7.900000000000002,6.700000000000001,single bole tree,Live,Open grown,NA,measured
NEON.PLA.D04.GUAN.03365,D04,PIAL3,4.1,Pisonia albida (Heimerl) Britton ex Standl.,132.5,GUAN,17.96911,-66.864276,80.7,28.09,14.37,0.276,2.157,0.986,7.83,2.55,2.69,0.399,0.099,30.6,34,13.5,32.1,33.1,3.68,53.54,vst_GUAN_2016,GUAN_048,NaN,23,6.7,354.1,NA,basePlot,17.96893,-66.864286,WGS84,19N,726174.577,1988048.907,0.11,GeoXH 6000,0.13,evergreenForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-66.8642856566364, 17.9689295646159)",726173.8882900035,1988055.5715088747,17.7,6.1,6.344915345379057,4.639404599164425,NA,"Live, insect damaged",NA,NA,height
NEON.PLA.D04.GUAN.03369,D04,BUBU,4.7,Bucida buceras L.,132.5,GUAN,17.96911,-66.864276,121.3,8.53,29.54,0.075,0.887,3.427,12.34,3.53,3.36,0.23,0.052,31.2,48.2,4.5,83.8,27.3,1.66,43.5,vst_GUAN_2016,GUAN_048,NaN,21,5,56,NA,basePlot,17.96893,-66.864467,WGS84,19N,726155.393,1988048.776,0.12,GeoXH 6000,0.12,evergreenForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-66.8644667286077, 17.9689303748199)",726159.5381878628,1988051.5719645175,22.499999999999996,9.000000000000002,7.352519750617412,6.120255442355876,multi-bole tree,Live,NA,NA,height
NEON.PLA.D04.GUAN.04171,D04,BUSI,5.1,Bursera simaruba (L.) Sarg.,164.3,GUAN,17.968744,-66.880447,49.4,13.54,14.04,0.138,1.339,1.218,8.69,3.27,2.42,0.31,0.095,25.6,46.7,4.1,42,26.9,1.71,48.95,vst_GUAN_2015,GUAN_005,NaN,31,3.7,87.3,NA,basePlot,17.968653,-66.880541,WGS84,19N,724452.873,1987998.574,0.1,GeoXH 6000,0.1,evergreenForest,cdw|cfc|dhp|hbp|vst,"c(-66.8805405402493, 17.9686531676105)",724456.5688925374,1987998.7482938676,33.8,5.9,7.300000000000001,5.700000000000001,single bole tree,"Live, physically damaged",Open grown,NA,measured
NEON.PLA.D04.GUAN.04181,D04,PIAL3,3,Pisonia albida (Heimerl) Britton ex Standl.,164.3,GUAN,17.968744,-66.880447,71,20.53,16.74,0.222,2.171,0.878,8.83,3.25,2.38,0.876,0.107,27.7,43.2,21.1,36.9,29.5,3.2,50.86,vst_GUAN_2015,GUAN_005,NaN,41,4.3,20.9,NA,basePlot,17.968744,-66.880447,WGS84,19N,724462.623,1988008.759,0.21,GeoXH 6000,0.24,evergreenForest,cdw|cfc|dhp|hbp|vst,"c(-66.8804474218226, 17.9687441576405)",724464.1569733971,1988012.7760792396,10.5,4.9,6.1,3.5999999999999996,multi-bole tree,Live,Mostly shaded,NA,measured
NEON.PLA.D04.GUAN.04185,D04,BUSI,2.6,Bursera simaruba (L.) Sarg.,164.3,GUAN,17.968744,-66.880447,46,14.85,15.11,0.245,2.2305,0.755,8.31,2.97,2.44,0.3885,0.0925,17.799999999999997,43.150000000000006,9.4,44.8,43.75,2.67,50.07,vst_GUAN_2015,GUAN_005,NaN,49,4.4,157.8,NA,basePlot,17.968841,-66.880537,WGS84,19N,724453.043,1988019.327,0.1,GeoXH 6000,0.12,evergreenForest,cdw|cfc|dhp|hbp|vst,"c(-66.8805366995339, 17.9688406005406)",724454.705499462,1988015.253169427,15.999999999999998,3.5,4.7,2.6,single bole tree,Live,Partially shaded,NA,measured
NEON.PLA.D04.GUAN.04232,D04,BUSI,3.2,Bursera simaruba (L.) Sarg.,101.3,GUAN,17.963818,-66.875668,13,16.96,17.6,0.225,1.418,0.681,8.24,3.23,2.83,0.228,0.09,24.5,42,8.6,24.4,38,2.12,51.07,vst_GUAN_2015,GUAN_006,NaN,41,5.5,215.9,NA,basePlot,17.963818,-66.875668,WGS84,19N,724975.235,1987469.247,0.16,GeoXH 6000,0.26,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-66.8756676360606, 17.9638181306266)",724972.009952038,1987464.7917709774,18.9,6.299999999999999,3.8999999999999995,3.5,single bole tree,"Live, physically damaged",Open grown,NA,measured
NEON.PLA.D04.GUAN.04234,D04,GUOF,3.9,Guaiacum officinale L.,101.3,GUAN,17.963818,-66.875668,32.5,14.045,9.36,0.117,1.294,2.799,12.82,5.27,4.07,0.18,0.126,11,31.4,1.8,51.3,25.1,2.1,51.24,vst_GUAN_2015,GUAN_006,2,51,5,243.6,NA,basePlot,17.963906,-66.875567,WGS84,19N,724985.79,1987479.147,0.1,GeoXH 6000,0.11,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-66.8755669516003, 17.9639064609321)",724981.3114411988,1987476.9238241042,17.600000000000005,4.5,6.4,6,multi-bole tree,"Live, physically damaged",Full sun,NA,measured
NEON.PLA.D04.GUAN.04332,D04,BUSI,5.2,Bursera simaruba (L.) Sarg.,133.5,GUAN,17.969254,-66.85267,46.2,16.17,15.53,0.179,1.638,0.753,8.66,2.55,2.71,0.213,0.08,20.5,25.5,5.8,26.1,22.2,2.225,50.16,vst_GUAN_2016,GUAN_004,4,41,6.5,125,NA,basePlot,17.969254,-66.85267,WGS84,19N,727404.787,1988099.03,0.11,GeoXH 6000,0.12,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-66.8526695658003, 17.9692541043538)",727410.1114882879,1988095.3017531638,14.449999999999998,5.85,4.2,4.1,single bole tree,Live,Open grown,NA,measured
NEON.PLA.D04.GUAN.04334,D04,BUBU,3.5,Bucida buceras L.,133.5,GUAN,17.969254,-66.85267,135.1,12.69,29.99,0.079,0.866,5.196,17.44,4.75,3.88,0.307,0.082,25.9,50.4,4.7,106.5,19,1.7,43.94,vst_GUAN_2016,GUAN_004,NaN,33,9,284.8,NA,basePlot,17.969156,-66.852572,WGS84,19N,727415.214,1988088.29,0.14,GeoXH 6000,0.15,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-66.8525723294019, 17.9691560081374)",727406.5125895026,1988090.5890118214,24.400000000000002,7.7,6.9,6.250000000000001,multi-bole tree,Live,Full sun,NA,measured
NEON.PLA.D04.GUAN.04354,D04,PIAC,4,Pictetia aculeata (Vahl) Urb.,65.8,GUAN,17.965762,-66.832036,92.4,10.08,15.92,0.145,1.849,1.069,12.22,3.25,3.33,0.387,0.068,41.1,72.1,7.2,25.1,57.7,2.5,47.12,vst_GUAN_2016,GUAN_008,NaN,51,0.9,255,NA,basePlot,17.96585,-66.831939,WGS84,19N,729605.471,1987747.696,0.1,GeoXH 6000,0.1,evergreenForest,cdw|cfc|dhp|hbp|vst,"c(-66.8319386077813, 17.9658497541718)",729604.6016667563,1987747.4630628594,6.05,4.3,2.8,2.3,small tree,Live,NA,NA,measured
NEON.PLA.D04.GUAN.04562,D04,BOSU2,6.2,Bourreria succulenta Jacq.,152.1,GUAN,17.97277,-66.851235,134.9,7.39,23.95,0.066,2.761,4.235,10.14,2.63,2.79,0.636,0.075,12.1,25.1,6.9,128.3,20,1.69,41.76,vst_GUAN_2015,GUAN_001,1,31,3.5,62.9,NA,basePlot,17.972681,-66.851328,WGS84,19N,727542.49,1988480.011,0.12,GeoXH 6000,0.15,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-66.8513283158129, 17.9726808382483)",727545.6057448161,1988481.6054071751,12.4,8.599999999999998,4.999999999999999,2,multi-bole tree,Live,Partially shaded,NA,measured
NEON.PLA.D04.GUAN.05593,D04,BUSI,4.2,Bursera simaruba (L.) Sarg.,132.5,GUAN,17.96911,-66.864276,39,15,15.9,0.253,1.983,0.559,6.06,1.99,2.29,0.285,0.093,38.2,48,18.4,32.5,43.8,2.44,48.91,vst_GUAN_2016,GUAN_048,NaN,23,14.7,359.2,NA,basePlot,17.96893,-66.864286,WGS84,19N,726174.577,1988048.907,0.11,GeoXH 6000,0.13,evergreenForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-66.8642856566364, 17.9689295646159)",726174.3717559491,1988063.6055671028,12.1,5.8,4.897573870326715,3.918154559353055,NA,Live,NA,NA,height
NEON.PLA.D04.GUAN.08289,D04,BUSI,5.7,Bursera simaruba (L.) Sarg.,124.8,GUAN,17.967743,-66.8643,42.3,16.03,15.82,0.12,1.013,0.53,15.32,3.53,4.15,0.211,0.079,35.5,59.9,13.2,72.5,39.6,1.865,49.93,vst_GUAN_2016,GUAN_049,NaN,23,10.9,2.6,NA,basePlot,17.967564,-66.864305,WGS84,19N,726174.263,1987897.747,0.19,GeoXH 6000,0.2,evergreenForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-66.8643050327348, 17.9675642662984)",726174.7574565706,1987908.6357792106,26.000000000000004,6.9,5.578445910743134,4.507657977486698,single bole tree,Live,NA,NA,height
NEON.PLA.D04.GUAN.08786Z,D04,COKR,3.7,Coccoloba krugii Lindau,177.6,GUAN,17.972441,-66.871318,158.2,28.44,35.87,0.063,0.364,1.655,7.39,1.8,2.22,0.374,0.068,6.2,29.8,2,32.6,25.1,1.24,47.65,vst_GUAN_2018,GUAN_010,NaN,49,3.5,109.8,NA,basePlot,17.972535,-66.87141,WGS84,19N,725415.236,1988439.34,0.1,GeoXH 6000,0.1,evergreenForest,cdw|cfc|dhp|hbp|vst,"c(-66.8714100444625, 17.9725348856396)",725418.5290826914,1988438.1544172792,NaN,NaN,NaN,NaN,NA,NA,NA,NA,height
NEON.PLA.D04.GUAN.08788Z,D04,PIAC,7,Pictetia aculeata (Vahl) Urb.,133.5,GUAN,17.969254,-66.85267,108.7,13.27,19.81,0.107,1.576,1.39,17.68,4.73,3.9,0.207,0.073,35.6,61.1,9,30.7,38,2.74,47.96,vst_GUAN_2018,GUAN_004,NaN,41,7.1,245.8,NA,basePlot,17.969254,-66.85267,WGS84,19N,727404.787,1988099.03,0.11,GeoXH 6000,0.12,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-66.8526695658003, 17.9692541043538)",727398.3109471751,1988096.1195464598,NaN,NaN,NaN,NaN,NA,NA,NA,NA,height
NEON.PLA.D04.GUAN.08856Z,D04,CODI8,4,Coccoloba diversifolia Jacq.,65.8,GUAN,17.965762,-66.832036,129.1,19.46,20.91,0.228,1.027,3.14,10.96,2.67,2.99,0.627,0.096,34.4,43.4,5.1,38.6,29.5,1.47,46.51,vst_GUAN_2018,GUAN_008,NaN,49,5,64.7,NA,basePlot,17.965855,-66.832124,WGS84,19N,729585.771,1987748.056,0.1,GeoXH 6000,0.1,evergreenForest,cdw|cfc|dhp|hbp|vst,"c(-66.8321244886573, 17.9658550834581)",729590.2914127483,1987750.192789317,NaN,NaN,NaN,NaN,NA,NA,NA,NA,height
NEON.PLA.D04.GUAN.08869Z,D04,EURH,6.2,Eugenia rhombea (Berg) Krug & Urb.,152.1,GUAN,17.97277,-66.851235,148.1,11.77,28.77,0.067,0.977,2.523,7.47,2.62,2.59,0.337,0.044,15.9,32,2.9,113.1,16.2,1.31,45.05,vst_GUAN_2018,GUAN_001,NaN,41,6.2,117.9,NA,basePlot,17.97277,-66.851235,WGS84,19N,727552.299,1988489.995,0.15,Geo 7X (H-Star),0.16,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-66.8512346467896, 17.9727699907534)",727557.7783469065,1988487.0938351518,NaN,NaN,NaN,NaN,NA,NA,NA,NA,height
NEON.PLA.D04.GUAN.08870Z,D04,AMEL,2.4,Amyris elemifera L.,177.6,GUAN,17.972441,-66.871318,171,10.53,20.29,0.0615,1.0525,2.6254999999999997,7.74,2.31,2.65,0.14250000000000002,0.075,41.349999999999994,44.55,17,103.8,30.45,2.03,46.5,vst_GUAN_2018,GUAN_010,1,41,1.4,283.5,NA,basePlot,17.972441,-66.871318,WGS84,19N,725425.087,1988429.073,0.1,GeoXH 6000,0.1,evergreenForest,cdw|cfc|dhp|hbp|vst,"c(-66.8713181802306, 17.9724411295703)",725423.7256821115,1988429.3998235094,NaN,NaN,NaN,NaN,NA,NA,NA,NA,height
NEON.PLA.D04.GUAN.08877Z,D04,AMEL,5.6,Amyris elemifera L.,182.9,GUAN,17.973133,-66.861701,90.5,10.02,20.78,0.124,1.626,1.854,12.14,3.32,3.42,0.208,0.068,12.6,26.6,7.1,38.9,18.6,2.3,48.65,vst_GUAN_2018,GUAN_003,NaN,41,5.3,0.8,NA,basePlot,17.973133,-66.861701,WGS84,19N,726443.088,1988517.404,0.27,GeoXH 6000,0.25,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-66.861700526252, 17.9731332688683)",726443.1619995558,1988522.7034833774,NaN,NaN,NaN,NaN,NA,NA,NA,NA,height
NEON.PLA.D05.STEI.05598,D05,QURU,7.1,Quercus rubra L.,474.5,STEI,45.508883,-89.588327,91.1,27.88,16.13,0.145,0.704,0.463,10.94,2.88,2.6,0.132,0.116,1216,82.5,5.6,46,64.7,2.24,50.54,vst_STEI_2016,STEI_059,NaN,25,6.5,1.2,NA,basePlot,45.50871,-89.588066,WGS84,16N,297835.019,5042722.4,0.3,GeoXH 6000,0.27,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-89.5880656615817, 45.5087100137417)",297835.1551257292,5042728.898574443,31.333333333333336,13.166666666666668,6.03299136390282,4.408809412613295,single bole tree,Live,NA,NA,height
NEON.PLA.D06.KONZ.05402Z,D06,QUMU,2.6,Quercus muehlenbergii Engelm.,339.1,KONZ,39.103999,-96.596164,96.2,18.64,17.06,0.185,1.276,0.659,3.16,0.61,0.84,0.264,0.12,55.3,83.2,10.1,38.6,22.3,2.505,48.83,vst_KONZ_2018,KONZ_025,NaN,51,3.5,178.5,NA,basePlot,39.104089,-96.596046,WGS84,14N,707869.845,4331078.892,0.1,Geo 7X (H-Star),0.1,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-96.5960461059483, 39.1040885982033)",707869.936619319,4331075.393199363,20.5,5.5,6.1,5.9,single bole tree,Live,Partially shaded,NA,measured
NEON.PLA.D06.KONZ.05405Z,D06,JUNI,-1.5,Juglans nigra L.,339.1,KONZ,39.103999,-96.596164,35.9,8.13,14.08,0.269,1.885,1.064,1.93,0.49,0.6,0.388,0.133,45.4,102.6,8.4,39.2,14.5,2.97,46.34,vst_KONZ_2018,KONZ_025,NaN,49,5.1,108,NA,basePlot,39.104086,-96.59628,WGS84,14N,707849.615,4331078.115,0.1,Geo 7X (H-Star),0.1,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-96.5962801054916, 39.10408642525)",707854.4653882331,4331076.539013329,17.7,8.3,6.1,4.999999999999999,single bole tree,Live,Mostly shaded,NA,measured
NEON.PLA.D06.UKFS.00006,D06,QUMU,6.4,Quercus muehlenbergii Engelm.,302.5,UKFS,39.041659,-95.197031,80.8,19.51,17.1,0.259,1.324,1.777,5.02,1.15,1.32,0.455,0.132,303.7,82.5,9.1,66.5,24.9,2.18,51.74,vst_UKFS_2015,UKFS_032,NaN,59,17.6,140.4,NA,basePlot,39.041838,-95.197027,WGS84,15N,309857.936,4323716.356,0.12,Geo 7X (H-Star),0.17,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-95.1970270795396, 39.0418384166543)",309869.1546622196,4323702.794966927,21.049999999999997,10.000000000000002,11.11960418953431,7.992929482316535,single bole tree,Live,Partially shaded,NA,height
NEON.PLA.D06.UKFS.00022,D06,CEOC,3.4,Celtis occidentalis L.,314.5,UKFS,39.046328,-95.208663,30,6.63,18.79,0.342,2.011,5.042,9.19,2.79,2.15,0.376,0.148,71.1,85.2,7.6,70.7,26,3.2,42.36,vst_UKFS_2018,UKFS_002,NaN,33,12.2,359.3,NA,basePlot,39.046239,-95.208548,WGS84,15N,308872.595,4324228.953,0.1,Geo 7X (H-Star),0.14,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-95.2085482774913, 39.0462391732161)",308872.4459525898,4324241.152089509,13.650000000000002,11.8,4.9,3.8999999999999995,small tree,Live,Mostly shaded,NA,measured
NEON.PLA.D06.UKFS.00079,D06,MAPO,3.2,Maclura pomifera (Raf.) C.K. Schneid.,314.5,UKFS,39.046328,-95.208663,39.5,12.61,16.19,0.318,2.418,4.67,8.82,2.65,1.95,0.51,0.128,25.2,78.1,5,23,15.4,2.99,42.95,vst_UKFS_2018,UKFS_002,NaN,51,4.7,277.5,NA,basePlot,39.04642,-95.208546,WGS84,15N,308873.25,4324248.986,0.1,Geo 7X (H-Star),0.1,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-95.2085463339456, 39.0464197051611)",308868.59020915156,4324249.599473103,19.049999999999997,11.499999999999998,8.5,7.999999999999998,sapling,Live,Full shade,NA,measured
NEON.PLA.D06.UKFS.00082,D06,MAPO,1.5,Maclura pomifera (Raf.) C.K. Schneid.,324.9,UKFS,39.052642,-95.188064,41.9,4.8,16.66,0.399,4.437,4.279,6.37,1.76,1.45,0.685,0.16,64.3,122.2,6.4,44.3,20.3,2.94,42.4,vst_UKFS_2018,UKFS_003,NaN,31,6.3,45.7,NA,basePlot,39.052553,-95.188184,WGS84,15N,310651.984,4324887.068,0.15,Geo 7X (H-Star),0.2,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-95.188183764289, 39.0525527487916)",310656.4928642223,4324891.4680162985,20.7,6.066666666666666,4.366666666666666,3.9000000000000004,small shrub,Live,Full shade,half-sphere,measured
NEON.PLA.D06.UKFS.00083,D06,ULAM,1.3,Ulmus americana L.,324.9,UKFS,39.052642,-95.188064,48.5,9.99,19.21,0.284,2.558,2.163,8.85,2.7,1.93,0.488,0.125,73.8,132.4,7.4,42,28.1,2.215,44.655,vst_UKFS_2018,UKFS_003,NaN,31,6,83.1,NA,basePlot,39.052553,-95.188184,WGS84,15N,310651.984,4324887.068,0.15,Geo 7X (H-Star),0.2,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-95.188183764289, 39.0525527487916)",310657.9405440516,4324887.788821033,6.1,5.3,3.5,3.0000000000000004,sapling,Live,Full shade,NA,measured
NEON.PLA.D06.UKFS.00084,D06,MOAL,2.6,Morus alba L.,324.9,UKFS,39.052642,-95.188064,27.2,5.17,16.85,0.347,2.861,1.929,9.68,2.87,2.22,0.49,0.192,95.7,100.2,6.6,73.4,32.9,3.07,43.54,vst_UKFS_2018,UKFS_003,NaN,31,9.1,20.6,NA,basePlot,39.052553,-95.188184,WGS84,15N,310651.984,4324887.068,0.15,Geo 7X (H-Star),0.2,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-95.188183764289, 39.0525527487916)",310655.1857590005,4324895.586141775,1.2,NaN,NaN,NaN,sapling,Live,Full shade,NA,height
NEON.PLA.D06.UKFS.00085,D06,ULAM,3.2,Ulmus americana L.,314.5,UKFS,39.046328,-95.208663,39.2,11.42,21.97,0.397,2.718,2.262,9.1,3.01,1.88,0.5,0.145,38.7,100.8,8.3,37.7,24.6,2.65,45.34,vst_UKFS_2018,UKFS_002,NaN,33,7.3,296.2,NA,basePlot,39.046239,-95.208548,WGS84,15N,308872.595,4324228.953,0.1,Geo 7X (H-Star),0.14,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-95.2085482774913, 39.0462391732161)",308866.04501390137,4324232.175992725,4.35,4.1,4.7,2.5,sapling,Standing dead,Full shade,NA,measured
NEON.PLA.D06.UKFS.00187,D06,CAOV2,11,Carya ovata (Mill.) K. Koch,302.5,UKFS,39.041659,-95.197031,92.5,17.5,21.48,0.182,1.386,4.41,7.06,1.7,1.82,0.487,0.134,958.9,42.8,7.2,89.5,70.2,2.1,46.98,vst_UKFS_2015,UKFS_032,NaN,41,7,141,NA,basePlot,39.041659,-95.197031,WGS84,15N,309857.15,4323696.422,0.12,Geo 7X (H-Star),0.19,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-95.1970305931082, 39.041658746885)",309861.55524273735,4323690.98197827,30.250000000000004,15.23333333333333,10.341145666617804,5.983338009907794,single bole tree,Live,Partially shaded,NA,height
NEON.PLA.D06.UKFS.00544,D06,ULAM,5,Ulmus americana L.,292.1,UKFS,39.035201,-95.19441,48.8,20.22,24.02,0.389,3.133,3.031,9.82,2.96,2.16,0.629,0.145,45.3,90.9,9.9,41.5,23.1,2.8,45.96,vst_UKFS_2015,UKFS_043,4,41,7.9,234.7,NA,basePlot,39.035201,-95.19441,WGS84,15N,310066.693,4322974.185,0.1,Geo 7X (H-Star),0.18,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-95.1944097883558, 39.0352008104577)",310060.2455130384,4322969.619924767,12.375,9.133333333333335,6.982544161243683,4.999280083724426,single bole tree,"Live, disease damaged",Mostly shaded,NA,height
