individualID,domainID,taxonID,subsample1Height,scientificName,elevation,siteID,decimalLatitude,decimalLongitude,leafMassPerArea,ligninPercent,cellulosePercent,foliarPhosphorusConc,foliarPotassiumConc,foliarCalciumConc,extractChlAConc,extractChlBConc,extractCarotConc,foliarMagnesiumConc,foliarSulfurConc,foliarManganeseConc,foliarIronConc,foliarCopperConc,foliarBoronConc,foliarZincConc,nitrogenPercent,carbonPercent,eventID,plotID,nestedSubplotID,pointID,stemDistance,stemAzimuth,supportingStemIndividualID,subtype,latitude,longitude,datum,utmZone,easting,northing,horzUncert,crdSource,vertUncert,nlcdClass,appMods,geometry,UTM_E,UTM_N,stemDiameter,height,maxCrownDiameter,ninetyCrownDiameter,growthForm,plantStatus,canopyPosition,shape,crown_size
NEON.PLA.D01.HARV.01053,D01,BELE,10.4,Betula lenta L.,190.6,HARV,42.424254,-72.258286,53.1,25.6,16.5,0.193,1.022,0.736,14,4.06,3.67,0.195,0.107,2764,78.6,6.3,34,71.8,2,49.37,vst_HARV_2014,HARV_001,3,21,28,37.4,NA,basePlot,42.424077,-72.258537,WGS84,18N,725535.562,4700504.162,0.14,GeoXH 6000,0.25,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-72.2585374638599, 42.4240766774582)",725552.5685235123,4700526.405609375,14.7,12.500000000000002,6.999999999999999,6.1,NA,Live,Mostly shaded,NA,measured
NEON.PLA.D01.HARV.01054,D01,QURU,17.9,Quercus rubra L.,190.6,HARV,42.424254,-72.258286,91.2,20.88,15.87,0.125,0.627,0.954,6.26,1.54,1.8,0.156,0.11,1930.6,43.4,5.4,48,20.7,1.91,49.21,vst_HARV_2014,HARV_001,3,49,2.2,123.6,NA,basePlot,42.424346,-72.258409,WGS84,18N,725545.193,4700534.42,0.12,GeoXH 6000,0.14,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-72.2584086574718, 42.4243460697235)",725547.0254267296,4700533.202538592,26.1,19.4,7.900000000000002,6.3500000000000005,single bole tree,Live,Full shade,NA,measured
NEON.PLA.D01.HARV.01059,D01,ACRU,8.3,Acer rubrum L.,190.6,HARV,42.424254,-72.258286,70.3,14.21,16.41,0.172,0.696,0.655,10.94,3.13,2.89,0.127,0.095,1647.5,44.5,6.8,39.2,1.8,1.6,48.37,vst_HARV_2014,HARV_001,3,21,22.8,28.8,NA,basePlot,42.424077,-72.258537,WGS84,18N,725535.562,4700504.162,0.14,GeoXH 6000,0.25,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-72.2585374638599, 42.4240766774582)",725546.5459837696,4700524.141792305,14.399999999999999,15.199999999999998,9.2,6.599999999999999,NA,Live,Mostly shaded,NA,measured
NEON.PLA.D01.HARV.01135,D01,ACSA3,14.8,Acer saccharum Marshall,184.3,HARV,42.39229,-72.25461,68.6,10.91,14.54,0.197,0.915,0.897,16.64,5.03,4.95,0.079,0.175,1228.8,56.7,5.2,51,10.8,1.73,47.31,vst_HARV_2014,HARV_013,NaN,41,5.4,190.5,NA,basePlot,42.39229,-72.25461,WGS84,18N,725972.872,4696984.775,0.19,GeoXH 6000,0.33,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-72.254609670532, 42.3922902604763)",725971.8879281624,4696979.465423499,41.70000000000001,23,12.85,11.199999999999998,single bole tree,Live,Partially shaded,NA,measured
NEON.PLA.D01.HARV.01137,D01,PIST,18.6,Pinus strobus L.,184.3,HARV,42.39229,-72.25461,188.6,18.55,18.07,0.127,0.34,0.29,9.56,2.89,2.29,0.115,0.1,616.6,38.5,4.7,18.6,40.7,1.41,51.855000000000004,vst_HARV_2014,HARV_013,NaN,41,5.3,110.7,NA,basePlot,42.39229,-72.25461,WGS84,18N,725972.872,4696984.775,0.19,GeoXH 6000,0.33,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-72.254609670532, 42.3922902604763)",725977.8298533633,4696982.901583328,52.55,24.9,10.199999999999998,8.2,single bole tree,Live,Partially shaded,NA,measured
NEON.PLA.D01.HARV.01146,D01,QURU,22.8,Quercus rubra L.,184.3,HARV,42.39229,-72.25461,98.3,12.77,14.53,0.139,0.389,0.632,16.68,3.56,4.06,0.129,0.112,1329.8,33.7,4.8,25.5,15.4,1.87,48.22,vst_HARV_2014,HARV_013,NaN,41,8.4,275.8,NA,basePlot,42.39229,-72.25461,WGS84,18N,725972.872,4696984.775,0.19,GeoXH 6000,0.33,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-72.254609670532, 42.3922902604763)",725964.5150020458,4696985.623872897,50.45000000000001,24.8,17.65,9.9,single bole tree,Live,Partially shaded,NA,measured
NEON.PLA.D01.HARV.01163,D01,QUVE,14.5,Quercus velutina Lam.,188.5,HARV,42.403097,-72.253722,95.9,21.21,17.11,0.144,0.451,0.509,11.68,2.16,3.14,0.24,0.105,2031.1,38.2,4.3,43.3,11.2,1.65,49.41,vst_HARV_2014,HARV_006,NaN,41,8.9,333.5,NA,basePlot,42.403097,-72.253722,WGS84,18N,726007.127,4698187.262,0.19,GeoXH 6000,0.33,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-72.2537219705511, 42.4030974840496)",726003.1558394633,4698195.226915819,28.299999999999997,18.25,9.1,7.1000000000000005,single bole tree,Live,Partially shaded,NA,measured
NEON.PLA.D01.HARV.01176,D01,QUAL,12.2,Quercus alba L.,188.5,HARV,42.403097,-72.253722,87.9,12.75,16.65,0.155,0.531,0.373,19.92,5.15,5.54,0.121,0.132,1271.1,45.1,6.3,56.4,3.8,1.91,44.29,vst_HARV_2015,HARV_006,NaN,41,9.3,54.6,NA,basePlot,42.403097,-72.253722,WGS84,18N,726007.127,4698187.262,0.19,GeoXH 6000,0.33,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-72.2537219705511, 42.4030974840496)",726014.7076885003,4698192.649314903,20.599999999999998,16.75,8.3,6.299999999999999,single bole tree,Live,Full sun,NA,measured
NEON.PLA.D01.HARV.01226,D01,PIST,18.8,Pinus strobus L.,188.1,HARV,42.434194,-72.198778,200.3,17.49,17.21,0.155,0.373,0.268,12.56,3.73,2.74,0.108,0.096,517.9,46.6,3.5,15.9,12.9,1.38,52.35,vst_HARV_2014,HARV_022,NaN,41,4.5,26.9,NA,basePlot,42.434194,-72.198778,WGS84,18N,730415.102,4701788.269,0.19,GeoXH 6000,0.21,evergreenForest,cdw|cfc|dhp|hbp|vst,"c(-72.1987784184811, 42.4341942540076)",730417.1379561919,4701792.282088883,54.45000000000001,27.699999999999996,9.400000000000002,6.4,single bole tree,NA,NA,NA,measured
NEON.PLA.D01.HARV.01397,D01,PIST,16.7,Pinus strobus L.,206.5,HARV,42.424733,-72.2546,169,17.435000000000002,17.94,0.102,0.355,0.198,8.24,3,2.17,0.106,0.103,312.8,51.5,2.7,19.4,9.5,1.22,51.54,vst_HARV_2014,HARV_010,NaN,33,3.7,333.5,NA,basePlot,42.424651,-72.254467,WGS84,18N,725868.407,4700578.782,0.15,GeoXH 6000,0.17,mixedForest,cdw|cfc|dhp|hbp|vst,"c(-72.2544668155128, 42.4246511394447)",725866.7560680915,4700582.093257138,40.49999999999999,16.700000000000003,11.000000000000002,9.500000000000002,NA,Live,Full sun,NA,measured
NEON.PLA.D01.HARV.01410,D01,PIST,17.2,Pinus strobus L.,188.1,HARV,42.434194,-72.198778,186.2,18.39,17.22,0.163,0.39,0.308,10.26,2.94,2.22,0.126,0.098,605.9,40.6,4.1,13.4,26.5,1.27,51.74,vst_HARV_2014,HARV_022,NaN,41,7.6,103.4,NA,basePlot,42.434194,-72.198778,WGS84,18N,730415.102,4701788.269,0.19,GeoXH 6000,0.21,evergreenForest,cdw|cfc|dhp|hbp|vst,"c(-72.1987784184811, 42.4341942540076)",730422.4950966743,4701786.507715934,65.10000000000002,29.400000000000002,9.800000000000002,9.3,single bole tree,NA,NA,NA,measured
NEON.PLA.D01.HARV.01422,D01,PIST,18.4,Pinus strobus L.,188.1,HARV,42.434194,-72.198778,189.4,21.4,18.93,0.16199999999999998,0.36350000000000005,0.2855,12.48,3.44,2.85,0.1285,0.0965,562.9,34.55,4.2,29.25,38.8,1.24,52.06,vst_HARV_2015,HARV_022,NaN,31,8.8,33.5,NA,basePlot,42.434104,-72.198905,WGS84,18N,730405.058,4701777.869,0.19,GeoXH 6000,0.23,evergreenForest,cdw|cfc|dhp|hbp|vst,"c(-72.1989045537085, 42.4341036866781)",730409.9150454707,4701785.2071952345,44.9,21.200000000000003,9.2,7.999999999999998,single bole tree,Live,Partially shaded,NA,measured
NEON.PLA.D01.HARV.01532,D01,QURU,20.3,Quercus rubra L.,187.7,HARV,42.48948,-72.2752,103.7,23.09,16.94,0.101,0.472,0.664,8.18,1.63,2.56,0.163,0.113,2122.5,54.3,5.1,38.9,4.4,1.935,50.005,vst_HARV_2014,HARV_005,NaN,41,6.7,329.8,NA,basePlot,42.48948,-72.2752,WGS84,18N,723934.4,4707722.676,0.13,GeoXH 6000,0.19,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-72.2751628367413, 42.4894762991424)",723931.0297663576,4707728.466641173,47.95,22.099999999999998,13.149999999999999,12,single bole tree,Live,Partially shaded,NA,measured
NEON.PLA.D01.HARV.01545,D01,QURU,17.3,Quercus rubra L.,187.7,HARV,42.48948,-72.2752,105.8,23.32,17.01,0.112,0.484,0.809,7.44,1.59,1.99,0.157,0.115,1910.6,44.7,4.3,34.4,13.8,1.85,50.36,vst_HARV_2014,HARV_005,NaN,41,5.3,24.1,NA,basePlot,42.48948,-72.2752,WGS84,18N,723934.4,4707722.676,0.13,GeoXH 6000,0.19,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-72.2751628367413, 42.4894762991424)",723936.56415144,4707727.51402114,46.85,22.6,11.8,9.600000000000001,single bole tree,Live,Full sun,NA,measured
NEON.PLA.D01.HARV.01559,D01,ACRU,13.9,Acer rubrum L.,187.7,HARV,42.48948,-72.2752,88.4,11.14,12.68,0.119,0.428,0.529,7.86,2.11,2.01,0.155,0.092,1401.1,43.6,8.6,39.4,15.9,1.37,48.85,vst_HARV_2014,HARV_005,NaN,41,4.4,227.9,NA,basePlot,42.48948,-72.2752,WGS84,18N,723934.4,4707722.676,0.13,GeoXH 6000,0.19,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-72.2751628367413, 42.4894762991424)",723931.1353062998,4707719.726122877,20.100000000000005,20.5,4.5,3.0500000000000003,single bole tree,Live,Partially shaded,NA,measured
NEON.PLA.D01.HARV.01650,D01,TSCA,5.5,Tsuga canadensis (L.) Carrière,206.5,HARV,42.424733,-72.2546,123.3,11.7,17.35,0.164,0.706,0.238,10.32,4.28,3.68,0.108,0.114,340.8,41,3.7,28.7,3.6,1.65,51.3,vst_HARV_2014,HARV_010,NaN,51,10.3,237.6,NA,basePlot,42.424823,-72.254474,WGS84,18N,725867.201,4700597.821,0.11,GeoXH 6000,0.12,mixedForest,cdw|cfc|dhp|hbp|vst,"c(-72.2544739799066, 42.4248227584118)",725858.5044223673,4700592.301984012,29.500000000000004,15.900000000000004,10.299999999999999,8.8,NA,Live,Partially shaded,NA,measured
NEON.PLA.D01.HARV.01660,D01,QURU,19.6,Quercus rubra L.,206.5,HARV,42.424733,-72.2546,99.3,17.08,15.06,0.09,0.401,0.927,10.6,1.92,3.25,0.177,0.099,1018.5,51,3.5,53,16.7,1.57,49.76,vst_HARV_2014,HARV_010,NaN,41,2.7,186.4,NA,basePlot,42.424733,-72.2546,WGS84,18N,725857.186,4700587.475,0.12,GeoXH 6000,0.15,mixedForest,cdw|cfc|dhp|hbp|vst,"c(-72.2545996452194, 42.4247326040611)",725856.885033883,4700584.791826618,61.3,23.500000000000004,17.3,14.799999999999997,NA,Live,Full sun,NA,measured
NEON.PLA.D01.HARV.01779,D01,QURU,17.3,Quercus rubra L.,188.5,HARV,42.403097,-72.253722,109.1,18.77,15.19,0.1165,0.3865,0.4865,21.6,5.88,5.4,0.1835,0.113,1863.9,46.9,5.05,54,15.600000000000001,1.81,49.02,vst_HARV_2014,HARV_006,NaN,41,9.9,257.8,NA,basePlot,42.403097,-72.253722,WGS84,18N,726007.127,4698187.262,0.19,GeoXH 6000,0.33,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-72.2537219705511, 42.4030974840496)",725997.4505826465,4698185.169884515,32.79999999999999,19.250000000000004,11.050000000000002,8.699999999999998,single bole tree,Live,Partially shaded,NA,measured
NEON.PLA.D01.HARV.01928,D01,ACRU,19.5,Acer rubrum L.,199.7,HARV,42.427091,-72.229737,95.2,11.44,11.12,0.13,0.47,0.841,17.52,4.95,4.76,0.212,0.115,1978.3,52.6,18.2,46.7,18.4,1.84,48.61,vst_HARV_2015,HARV_004,3,49,3,143.7,NA,basePlot,42.427167,-72.229857,WGS84,18N,727883.982,4700923.982,0.2,GeoXH 6000,0.25,mixedForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-72.2298574598692, 42.427167178447)",727885.7580395363,4700921.564215153,42.89999999999999,20.899999999999995,12.599999999999996,10.699999999999998,single bole tree,Live,Full sun,NA,measured
NEON.PLA.D01.HARV.01937,D01,QUAL,17.2,Quercus alba L.,199.7,HARV,42.427091,-72.229737,94.7,9.87,15.23,0.091,0.414,0.756,23.32,5.45,5.75,0.184,0.129,1199.4,48,6.9,33.3,3.2,2.25,47.6,vst_HARV_2014,HARV_004,NaN,41,3.9,130.3,NA,basePlot,42.427091,-72.229737,WGS84,18N,727894.209,4700915.843,0.19,GeoXH 6000,0.18,mixedForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-72.2297365084408, 42.427090961311)",727897.1834064858,4700913.32051986,33.3,21.200000000000003,12.300000000000002,6.4,NA,Live,Partially shaded,NA,measured
NEON.PLA.D01.HARV.02027,D01,ACER,17.1,Acer sp.,225.4,HARV,42.436767,-72.228878,57.3,12.9,15.74,0.082,0.433,1.193,14.58,4.01,3.86,0.158,0.138,818.7,64.4,3.5,34.5,3.2,1.43,48.87,vst_HARV_2014,HARV_020,NaN,49,7.6,108.8,NA,basePlot,42.436862,-72.229,WGS84,18N,727919.334,4702002.864,0.13,GeoXH 6000,0.23,woodyWetlands,cfc|cdw|dhp|hbp|vst,"c(-72.2290004086882, 42.4368618119705)",727926.5285343769,4702000.414780716,22.7,18.9,7.300000000000001,6.599999999999999,single bole tree,Live,Partially shaded,NA,measured
NEON.PLA.D01.HARV.02044,D01,ACRU,24.6,Acer rubrum L.,225.4,HARV,42.436767,-72.228878,108.7,15.54,11.19,0.082,0.316,0.736,8.58,1.92,2.19,0.144,0.101,707.1,72.2,4.4,16.2,13,1.34,51.56,vst_HARV_2014,HARV_020,NaN,31,9.9,42.9,NA,basePlot,42.436682,-72.228991,WGS84,18N,727920.788,4701982.875,0.14,GeoXH 6000,0.22,woodyWetlands,cfc|cdw|dhp|hbp|vst,"c(-72.2289906794094, 42.4366815751888)",727927.5271366027,4701990.127174698,39.5,23.099999999999998,10.6,10.299999999999999,single bole tree,Live,Full sun,NA,measured
NEON.PLA.D01.HARV.02549,D01,PIST,18.2,Pinus strobus L.,174.6,HARV,42.45244,-72.2505,177.1,22.72,18.8,0.103,0.268,0.149,11.48,2.92,2.68,0.096,0.091,485.6,40.6,2.4,17.6,10.3,1.17,53.11,vst_HARV_2014,HARV_021,4,61,25.4,212.4,NA,basePlot,42.45261,-72.2502,WGS84,18N,726117.098,4703695.223,0.24,GeoXH 6000,0.35,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-72.2502208486231, 42.4526129524543)",726103.4879994076,4703673.777070693,49.800000000000004,18.7,7.999999999999998,6.800000000000001,NA,Live,Full sun,NA,measured
NEON.PLA.D01.HARV.02829,D01,ACRU,3.9,Acer rubrum L.,174.6,HARV,42.45244,-72.2505,84.2,10.56,11.45,0.11,0.475,0.609,12.52,3.33,3.13,0.154,0.102,1254.6,51.9,7.3,34.5,4.1,1.57,48.83,vst_HARV_2014,HARV_021,NaN,49,3.5,126,NA,basePlot,42.45253,-72.2506,WGS84,18N,726086.656,4703684.932,0.16,GeoXH 6000,0.22,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-72.2505946875266, 42.4525292562393)",726089.4875594802,4703682.874751617,24.400000000000002,17.899999999999995,8.9,6,NA,Live,Partially shaded,NA,measured
NEON.PLA.D01.HARV.03223,D01,BELE,13.3,Betula lenta L.,192.6,HARV,42.478578,-72.259572,62.7,24.08,14.01,0.12,0.928,0.67,10.66,2.82,2.95,0.218,0.109,914.9,56.5,5.7,37.5,52,2.07,52.28,vst_HARV_2014,HARV_002,NaN,33,2.9,359,NA,basePlot,42.478492,-72.259439,WGS84,18N,725266.121,4706544.574,0.14,GeoXH 6000,0.15,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-72.2594393387681, 42.4784923273506)",725266.0703880214,4706547.473558316,32.70000000000001,22.6,12.599999999999996,12,NA,Live,Partially shaded,NA,measured
NEON.PLA.D01.HARV.03230,D01,BELE,7.2,Betula lenta L.,192.6,HARV,42.478578,-72.259572,58.7,27.66,16.72,0.148,0.959,0.52,14.38,4.14,3.95,0.236,0.11,931.5,59,5.9,42.9,30.4,2.17,51.97,vst_HARV_2014,HARV_002,NaN,41,4.5,79,NA,basePlot,42.478578,-72.259572,WGS84,18N,725254.933,4706553.721,0.2,GeoXH 6000,0.26,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-72.2595717061683, 42.4785778633693)",725259.3503223255,4706554.579640479,12.300000000000002,14.55,8.2,7.400000000000001,NA,Live,Mostly shaded,NA,measured
NEON.PLA.D01.HARV.03231,D01,QURU,11.5,Quercus rubra L.,192.6,HARV,42.478578,-72.259572,71.1,16.51,17.22,0.087,0.596,0.849,15.64,3.97,4.18,0.171,0.156,947.1,41.7,4.5,46.9,16,1.93,49.28,vst_HARV_2014,HARV_002,NaN,61,22.6,202.4,NA,basePlot,42.47876,-72.259322,WGS84,18N,725274.843,4706574.62,0.28,GeoXH 6000,0.38,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-72.2593215421376, 42.47876007255)",725266.2308094945,4706553.72525964,40,19.650000000000002,18.7,14.1,NA,Live,Full sun,NA,measured
NEON.PLA.D01.HARV.04552,D01,TSCA,11.6,Tsuga canadensis (L.) Carrière,366.1,HARV,42.539971,-72.178087,122,9.75,15.89,0.22,0.752,0.385,8.79,2.65,3.17,0.144,0.105,551.3,38,3,46.4,1.8,1.19,51.08,vst_HARV_2014,HARV_035,1,21,8.5,64.4,NA,basePlot,42.539808,-72.178351,WGS84,18N,731705.036,4713572.421,0.19,GeoXH 6000,0.45,evergreenForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-72.1783511670252, 42.5398083002979)",731712.7015764744,4713576.093728865,39.175000000000004,17.874999999999996,10.50578140233151,8.987696918270807,NA,"Live, disease damaged",Full sun,NA,height
NEON.PLA.D01.HARV.04568,D01,ACRU,11,Acer rubrum L.,366.1,HARV,42.539971,-72.178087,67.6,11.87,13.75,0.32,0.775,0.343,13.82,3.93,3.64,0.147,0.107,347.8,38,6.7,28.6,6.1,1.65,50.26,vst_HARV_2014,HARV_035,NaN,23,4.7,354.1,NA,basePlot,42.539807,-72.178111,WGS84,18N,731724.784,4713572.892,0.17,GeoXH 6000,0.25,evergreenForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-72.1781107733454, 42.5398066174128)",731724.3008750771,4713577.567103241,25.299999999999997,17.725,9.107409247372841,7.006740718304034,NA,Standing dead,Full sun,NA,height
NEON.PLA.D01.HARV.05180,D01,TSCA,17.3,Tsuga canadensis (L.) Carrière,364.6,HARV,42.537318,-72.17932,119.2,11.7,15.42,0.11599999999999999,0.6065,0.1395,6.8,1.86,2.34,0.109,0.113,269.1,57.3,3.5,61.35,4.85,1.19,50.88,vst_HARV_2016,HARV_037,NaN,61,8.5,264.8,NA,basePlot,42.537509,-72.179056,WGS84,18N,731655.651,4713315.158,0.26,GeoXH 6000,0.33,evergreenForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-72.1790561029814, 42.5375090505307)",731647.1859826117,4713314.387623068,41.574999999999996,21.024999999999995,11.864909505960775,10.245616128590447,single bole tree,Live,NA,NA,height
NEON.PLA.D01.HARV.05181,D01,ACRU,17.6,Acer rubrum L.,364.6,HARV,42.537318,-72.17932,102.6,18.29,9.44,0.089,0.498,0.412,15.94,4.8,4.58,0.146,0.102,554.2,34.5,8.3,38.9,4.8,1.5,50.89,vst_HARV_2014,HARV_037,NaN,61,7.7,224.8,NA,basePlot,42.537509,-72.179056,WGS84,18N,731655.651,4713315.158,0.26,GeoXH 6000,0.33,evergreenForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-72.1790561029814, 42.5375090505307)",731650.2253165832,4713309.694305329,29.35,22.299999999999997,10.817811342629744,8.433250700224702,single bole tree,Live,NA,NA,height
NEON.PLA.D01.HARV.05186,D01,TSCA,17.7,Tsuga canadensis (L.) Carrière,364.6,HARV,42.537318,-72.17932,138.8,10.81,17.26,0.141,0.759,0.244,6.51,2.74,2.65,0.095,0.109,503.4,35.8,3.3,9.3,38.6,1.31,50.985,vst_HARV_2014,HARV_037,NaN,43,9.8,313.4,NA,basePlot,42.537324,-72.179032,WGS84,18N,731658.327,4713294.633,0.25,GeoXH 6000,0.29,evergreenForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-72.1790318714641, 42.5373236286329)",731651.2065682246,4713301.366457607,59.32500000000002,21.125000000000004,11.907183519304194,10.284926691158159,single bole tree,Live,NA,NA,height
NEON.PLA.D01.HARV.05399,D01,PINUS,25.8,Pinus sp.,372.9,HARV,42.535693,-72.177962,324.7,17.86,18.76,0.099,0.46,0.185,4.87,1.16,1.24,0.117,0.085,644.1,34.8,2.5,17.7,17.9,1.12,52.1,vst_HARV_2014,HARV_034,NaN,57,8.1,176.7,NA,basePlot,42.53589,-72.178189,WGS84,18N,731732.876,4713137.744,0.24,GeoXH 6000,0.39,evergreenForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-72.1781887261273, 42.5358900885633)",731733.3422686184,4713129.657431286,34.525,26.15,12.848400104681435,8.73184200716908,single bole tree,Live,NA,NA,height
NEON.PLA.D01.HARV.05459,D01,PINUS,22.9,Pinus sp.,372.9,HARV,42.535693,-72.177962,289.9,19.02,20.18,0.097,0.563,0.099,2.97,0.92,0.83,0.098,0.072,484.2,32,3.1,20.5,14.3,1.02,52.1,vst_HARV_2014,HARV_034,NaN,43,14.2,225.3,NA,basePlot,42.53569,-72.17771,WGS84,18N,731772.914,4713116.809,0.27,GeoXH 6000,0.44,evergreenForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-72.1777102448198, 42.535689779056)",731762.820647471,4713106.82079522,32.42499999999999,27.25,13.25141307839864,9.027096125299657,single bole tree,Live,NA,NA,height
NEON.PLA.D01.HARV.05483,D01,PINUS,26.4,Pinus sp.,372.9,HARV,42.535693,-72.177962,260,17.91,19.14,0.119,0.537,0.245,4.99,1.23,1.31,0.129,0.075,826.2,33.4,2.7,22.2,23.3,1.08,52.6,vst_HARV_2014,HARV_034,NaN,23,9.3,0.1,NA,basePlot,42.535502,-72.177937,WGS84,18N,731754.999,4713095.368,0.24,GeoXH 6000,0.32,evergreenForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-72.177936828229, 42.5355022902268)",731755.0152315537,4713104.667985835,33.60000000000001,27.566666666666674,13.366671302256401,9.111663944204464,single bole tree,Live,NA,NA,height
NEON.PLA.D01.HARV.05565,D01,PIST,17.6,Pinus strobus L.,174.6,HARV,42.45244,-72.2505,155.1,24.32,21.04,0.125,0.306,0.16,9.78,2.46,2.31,0.105,0.083,524.8,35.1,3,17.9,21.3,1.15,51.73,vst_HARV_2014,HARV_021,NaN,31,4.7,27.7,NA,basePlot,42.45235,-72.2506,WGS84,18N,726087.483,4703665.164,0.11,GeoXH 6000,0.12,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-72.2505924253848, 42.4523511907236)",726089.6677576149,4703669.325350041,40.099999999999994,26.8,6.999999999999999,3.7000000000000006,NA,Live,Full sun,NA,measured
NEON.PLA.D01.HARV.05625,D01,ACRU,12.4,Acer rubrum L.,359,HARV,42.53831,-72.175606,52.5,11.005,15.14,0.191,0.994,0.446,17.66,5.6,4.39,0.149,0.1,592.3,46.5,5.8,28.4,3.3,1.58,48.51,vst_HARV_2016,HARV_033,4,25,14,316.2,NA,basePlot,42.538132,-72.175409,WGS84,18N,731952.905,4713394.297,0.27,GeoXH 6000,0.3,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-72.1754085149865, 42.5381317654545)",731943.2149955658,4713404.401643193,29.300000000000004,22.475000000000005,10.881381059149454,8.486621834637933,multi-bole tree,Live,NA,NA,height
NEON.PLA.D01.HARV.05632,D01,FRAM2,21.7,Fraxinus americana L.,359,HARV,42.53831,-72.175606,81.6,12.71,25.4,0.255,1.454,0.887,13.08,3.72,3.91,0.287,0.283,40.1,50.3,13.4,38.1,9.6,1.74,47.28,vst_HARV_2016,HARV_033,4,43,5.4,256.2,NA,basePlot,42.538288,-72.175399,WGS84,18N,731953.103,4713411.617,0.21,GeoXH 6000,0.29,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-72.1753990795757, 42.5382874969591)",731947.8588748885,4713410.328919329,26.724999999999998,24.7,9.0915738433792,6.835380370389331,single bole tree,Live,NA,NA,height
NEON.PLA.D01.HARV.05643,D01,PIAB,21.5,Picea abies (L.) Karst.,359,HARV,42.53831,-72.175606,336.4,15.78,20.89,0.142,1.191,0.253,7.81,2.41,2.14,0.074,0.082,627.2,35.5,2.4,29.6,17.9,0.97,49.23,vst_HARV_2016,HARV_033,2,25,9.1,299.8,NA,basePlot,42.538132,-72.175409,WGS84,18N,731952.905,4713394.297,0.27,GeoXH 6000,0.3,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-72.1754085149865, 42.5381317654545)",731945.0083343744,4713398.819463045,42.62499999999999,25.6,10.176363087065262,7.642766603740347,single bole tree,Live,NA,NA,height
NEON.PLA.D02.SCBI.00003,D02,JUNI,25,Juglans nigra L.,316.8,SCBI,38.895212,-78.142701,81.4,16.39,17.43,0.22,2.05,1.57,12.45,4.15,4.03,0.67,0.12,105.2,65.6,10.1,53.9,25.2,2.83,47.205,vst_SCBI_2014,SCBI_002,NaN,51,9.4,189.9,NA,basePlot,38.89532,-78.142568,WGS84,17N,747816.133,4309042.141,0.26,GeoXH 6000,0.66,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-78.1425683566226, 38.8953201082675)",747814.5168664574,4309032.880972334,51.5,28.5,16.600000000000005,12.599999999999996,single bole tree,Live,Partially shaded,NA,measured
NEON.PLA.D02.SCBI.00011,D02,FRAM2,20.3,Fraxinus americana L.,316.8,SCBI,38.895212,-78.142701,95.2,15.53,23.03,0.29,1.09,1.49,11.02,3.3,2.82,0.3,0.18,48.7,71.4,10.8,30.5,24.4,2.12,47.24,vst_SCBI_2014,SCBI_002,NaN,49,4.5,114.7,NA,basePlot,38.895309,-78.142803,WGS84,17N,747795.861,4309040.231,0.16,GeoXH 6000,0.34,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-78.1428025206453, 38.8953086356811)",747799.949286799,4309038.350598168,70.89999999999998,32.2,15.400000000000002,10.699999999999998,single bole tree,"Live, insect damaged",Partially shaded,NA,measured
